no,concept_code,concept_name,concept_synonym,domain_id,matchScore_a,targetConceptId_a,targetConceptName_a,targetVocabularyId_a,targetDomainId_a,targetStandardConcept_a,targetChildCount_a,targetParentCount_a,targetConceptClassId_a,targetConceptCode_a,targetValidStartDate_a,targetValidEndDate_a,matchScore_b,targetConceptId_b,targetConceptName_b,targetVocabularyId_b,targetDomainId_b,targetStandardConcept_b,targetChildCount_b,targetParentCount_b,targetConceptClassId_b,targetConceptCode_b,targetValidStartDate_b,targetValidEndDate_b,matchScore_fixed,targetConceptId_fixed,targetConceptName_fixed,targetVocabularyId_fixed,targetDomainId_fixed,targetStandardConcept_fixed,targetConceptClassId_fixed,targetConceptCode_fixed,targetValidStartDate_fixed,targetValidEndDate_fixed
934,A7396,"Body function decline group ADL 4-5, doctor 1 (number of specialist 50% or more)· nursing 6 grade","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호6등급",Procedure,0.248945877,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.229876339,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.248945877,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
935,A7397,"Body function decline group ADL 4-5, doctor 1 (number of specialist 50% or more)· nursing 7 grade","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호7등급",Procedure,0.24713479,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.228508517,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.24713479,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
936,A7398,"Body function decline group ADL 4-5, doctor 1 (number of specialist 50% or more)· nursing 8 grade","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호8등급",Procedure,0.248278737,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.229326725,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.248278737,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
937,A7500,"Body function decline group ADL 13-20, doctor 2· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사2·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.228979483,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.212276116,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.228979483,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
938,A7506,"Body function decline group ADL 13-20, doctor 2· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사2·간호6등급 환자수대간호사수비18:1초과",Procedure,0.236040533,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.217808425,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.236040533,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
939,A7507,"Body function decline group ADL 13-20, doctor 2· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사2·간호7등급 환자수대간호사수비18:1초과",Procedure,0.234599546,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.21672295,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.234599546,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
940,A7510,"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.191102996,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.170295894,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.191102996,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
941,A7516,"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호6등급 환자수대간호사수비18:1초과",Procedure,0.195922732,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.174064025,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.195922732,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
942,A7517,"Body function decline group ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과",Procedure,0.194945559,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.173328131,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.194945559,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
943,A7530,"Body function decline group ADL 13-20, doctor 3· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사3·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.228543058,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.21195057,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.228543058,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
944,A7536,"Body function decline group ADL 13-20, doctor 3· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사3·간호6등급 환자수대간호사수비18:1초과",Procedure,0.235562548,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.217456818,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.235562548,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
945,A7537,"Body function decline group ADL 13-20, doctor 3· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사3·간호7등급 환자수대간호사수비18:1초과",Procedure,0.234130248,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.216376573,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.234130248,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
946,A7540,"Body function decline group ADL 13-20, doctor 4· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사4·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.22837317,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.211857513,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.22837317,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
947,A7546,"Body function decline group ADL 13-20, doctor 4· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사4·간호6등급 환자수대간호사수비18:1초과",Procedure,0.235376537,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.217356309,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.235376537,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
948,A7547,"Body function decline group ADL 13-20, doctor 4· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사4·간호7등급 환자수대간호사수비18:1초과",Procedure,0.233947605,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.216277555,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.233947605,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
949,A7550,"Body function decline group ADL 13-20, doctor 5· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사5·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.228910372,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.212284192,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.228910372,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
950,A7556,"Body function decline group ADL 13-20, doctor 5· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사5·간호6등급 환자수대간호사수비18:1초과",Procedure,0.23596482,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.217817158,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.23596482,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
951,A7557,"Body function decline group ADL 13-20, doctor 5· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사5·간호7등급 환자수대간호사수비18:1초과",Procedure,0.234525219,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.216731548,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.234525219,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
952,A7590,"Body function decline group ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.217180043,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.20424366,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.217180043,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
953,A7596,"Body function decline group ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호6등급 환자수대간호사수비18:1초과",Procedure,0.222792089,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.208843946,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.222792089,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
954,A7597,"Body function decline group ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호7등급 환자수대간호사수비18:1초과",Procedure,0.221653461,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.207945108,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.221653461,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
955,A7600,"Body function decline group ADL 6-12, doctor 2· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사2·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.2272719,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.210915253,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.2272719,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
956,A7606,"Body function decline group ADL 6-12, doctor 2· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사2·간호6등급 환자수대간호사수비18:1초과",Procedure,0.234548673,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.216637895,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.234548673,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
957,A7607,"Body function decline group ADL 6-12, doctor 2· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사2·간호7등급 환자수대간호사수비18:1초과",Procedure,0.232764125,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.215275362,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.232764125,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
958,A7610,"Body function decline group ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.189925566,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.172852203,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.189925566,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
959,A7616,"Body function decline group ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호6등급 환자수대간호사수비18:1초과",Procedure,0.194911003,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.176840752,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.194911003,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
960,A7617,"Body function decline group ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과",Procedure,0.193696141,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.175895393,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.193696141,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
961,A7630,"Body function decline group ADL 6-12, doctor 3· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사3·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.22684513,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.210595936,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.22684513,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
962,A7636,"Body function decline group ADL 6-12, doctor 3· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사3·간호6등급 환자수대간호사수비18:1초과",Procedure,0.234079674,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.216291904,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.234079674,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
963,A7637,"Body function decline group ADL 6-12, doctor 3· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사3·간호7등급 환자수대간호사수비18:1초과",Procedure,0.232305735,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.214935854,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.232305735,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
964,A7640,"Body function decline group ADL 6-12, doctor 4· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사4·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.226678997,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.210504636,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.226678997,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
965,A7646,"Body function decline group ADL 6-12, doctor 4· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사4·간호6등급 환자수대간호사수비18:1초과",Procedure,0.23389715,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.216193005,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.23389715,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
966,A7647,"Body function decline group ADL 6-12, doctor 4· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사4·간호7등급 환자수대간호사수비18:1초과",Procedure,0.232127324,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.214838803,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.232127324,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
967,A7650,"Body function decline group ADL 6-12, doctor 5· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사5·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.227204308,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.21092318,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.227204308,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
968,A7656,"Body function decline group ADL 6-12, doctor 5· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사5·간호6등급 환자수대간호사수비18:1초과",Procedure,0.234474391,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.216646478,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.234474391,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
969,A7657,"Body function decline group ADL 6-12, doctor 5· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사5·간호7등급 환자수대간호사수비18:1초과",Procedure,0.232691526,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.215283781,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.232691526,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
970,A7690,"Body function decline group ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.215810597,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.203104779,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.215810597,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
971,A7696,"Body function decline group ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호6등급 환자수대간호사수비18:1초과",Procedure,0.221613199,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.207874596,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.221613199,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
972,A7697,"Body function decline group ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호7등급 환자수대간호사수비18:1초과",Procedure,0.220198214,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.206743553,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.220198214,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
973,A7700,"Body function decline group ADL 4-5, doctor 2· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 4-5, 의사2·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.228051871,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.211842284,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.228051871,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
974,A7706,"Body function decline group ADL 4-5, doctor 2· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 4-5, 의사2·간호6등급 환자수대간호사수비18:1초과",Procedure,0.233551174,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.216171995,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.233551174,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
975,A7707,"Body function decline group ADL 4-5, doctor 2· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 4-5, 의사2·간호7등급 환자수대간호사수비18:1초과",Procedure,0.23215504,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.215110689,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.23215504,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
976,A7710,"Body function decline group ADL 4-5, doctor 1 (number of specialist less than 50%)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.19046396,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.169998586,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.19046396,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
977,A7716,"Body function decline group ADL 4-5, doctor 1 (number of specialist less than 50%)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호6등급 환자수대간호사수비18:1초과",Procedure,0.194232568,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.172953963,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.194232568,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
978,A7717,"Body function decline group ADL 4-5, doctor 1 (number of specialist less than 50%)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과",Procedure,0.193280339,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.172232002,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.193280339,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
979,A7730,"Body function decline group ADL 4-5, doctor 3· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 4-5, 의사3·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.227620721,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.21151875,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.227620721,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
980,A7736,"Body function decline group ADL 4-5, doctor 3· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 4-5, 의사3·간호6등급 환자수대간호사수비18:1초과",Procedure,0.233088136,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.21582824,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.233088136,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
981,A7737,"Body function decline group ADL 4-5, doctor 3· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 4-5, 의사3·간호7등급 환자수대간호사수비18:1초과",Procedure,0.231700227,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.214771971,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.231700227,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
982,A7740,"Body function decline group ADL 4-5, doctor 4· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","신체기능저하군 ADL 4-5, 의사4·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.227751091,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.211666763,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.227751091,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
