source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
A1100,42364257,Korean EDI,"Medical care profound count 3-6, doctor 2· nursing 5 grade; 의료최고도 count 3-6, 의사2·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
L0903,42361744,Korean EDI,Dental Block Anesthesia-Posterior Superior Alveolar Nerve; 치과전달마취(후상치조신경블록),4332586,SNOMED,1970-01-01,2099-12-31,NA
L0904,42361658,Korean EDI,Dental Block Anesthesia-Infraorbital Nerve; 치과전달마취(안와하신경블록),4333299,SNOMED,1970-01-01,2099-12-31,NA
L0905,42363871,Korean EDI,Dental Block Anesthesia-Inferior Alveolar Nerve; 치과전달마취(하치조신경블록),4332587,SNOMED,1970-01-01,2099-12-31,NA
L1211,42363705,Korean EDI,Basic Anesthetic Management for 1hr-Endotracheal Closed Circuit General Anesthesia; 기관내삽관에의한폐쇄순환식전신마취관리기본[1시간기준],4145786,SNOMED,1970-01-01,2099-12-31,NA
L1212,42358525,Korean EDI,Basic Anesthetic Management for 1hr-Closed Circuit General Anesthesia with Mask; 마스크에의한폐쇄순환식전신마취관리기본[1시간기준],4118897,SNOMED,1970-01-01,2099-12-31,NA
L1213,42361278,Korean EDI,Basic Anesthetic Management for 1hr-Spinal Anesthesia; 척추마취관리기본[1시간기준],4332593,SNOMED,1970-01-01,2099-12-31,NA
L1214,42365910,Korean EDI,Basic Anesthetic Management for 1hr-Epidural Anesthesia; 경막외마취관리기본[1시간기준],4078199,SNOMED,1970-01-01,2099-12-31,NA
L1215,42363483,Korean EDI,Basic Anesthetic Management for 1hr-Brachial Plexus Anesthesia; 상박신경총마취관리기본[1시간기준],4262378,SNOMED,1970-01-01,2099-12-31,NA
L1216,42358611,Korean EDI,Basic Anesthetic Management for 1hr-Combined Spinal-Epidural Anesthesia; 척추경막외마취관리기본[1시간기준],4335024,SNOMED,1970-01-01,2099-12-31,NA
L1221,42362024,Korean EDI,Maintenance of Anesthesia for 15min-Endotracheal Closed Circuit General Anesthesia; 기관내삽관에의한폐쇄순환식전신마취유지[1시간초과15분당],4145786,SNOMED,1970-01-01,2099-12-31,NA
L1222,42364316,Korean EDI,Maintenance of Anesthesia for 15min-Closed Circuit General Anesthesia with Mask; 마스크에의한폐쇄순환식전신마취유지[1시간초과15분당],4118897,SNOMED,1970-01-01,2099-12-31,NA
L1223,42364567,Korean EDI,Maintenance of Anesthesia for 15min-Spinal Anesthesia; 척추마취유지[1시간초과15분당],4332593,SNOMED,1970-01-01,2099-12-31,NA
L1224,42364184,Korean EDI,Maintenance of Anesthesia for 15min-Epidural Anesthesia; 경막외마취유지[1시간초과15분당],4078199,SNOMED,1970-01-01,2099-12-31,NA
L1225,42363192,Korean EDI,Maintenance of Anesthesia for 15min-Brachial Plexus Anesthesia; 상박신경총마취유지[1시간초과15분당],4262378,SNOMED,1970-01-01,2099-12-31,NA
L1226,42361832,Korean EDI,Maintenance of Anesthesia for 15min-Combined Spinal-Epidural Anesthesia; 척추경막외마취유지[1시간초과15분당],4335024,SNOMED,1970-01-01,2099-12-31,NA
L1231,42356814,Korean EDI,Maintenance of Anesthesia for 15min-Endotracheal Closed Circuit General Anesthesia; (상급종합병원)기관내삽관에의한폐쇄순환식전신마취유지[1시간초과15분당],4145786,SNOMED,1970-01-01,2099-12-31,NA
L1232,42357025,Korean EDI,Maintenance of Anesthesia for 15min-Closed Circuit General Anesthesia with Mask; (상급종합병원)마스크에의한폐쇄순환식전신마취유지[1시간초과15분당],4118897,SNOMED,1970-01-01,2099-12-31,NA
L1310,42359464,Korean EDI,Monitoring of Pulse Oximetry in Anesthesia; 마취중말초산소포화도감시,46271394,SNOMED,2015-07-31,2099-12-31,NA
L1320,42359467,Korean EDI,Monitoring of Central Venous Pressure in Anesthesia; 마취중중심정맥압감시[카테터삽입료포함],4322479,SNOMED,1970-01-01,2099-12-31,NA
L1330,42365177,Korean EDI,Monitoring of intraarterial Pressure in Anesthesia; 마취중침습적동맥압감시[카테터삽입료포함],4218778,SNOMED,1970-01-01,2099-12-31,NA
L1340,42359463,Korean EDI,Monitoring fee in Anesthesia- Monitoring the waveform variation index during anesthesia; 마취중 감시료-마취중 파형변이지수감시,4217901,SNOMED,1970-01-01,2099-12-31,NA
LA201,42360178,Korean EDI,Epidural Injection (Epidural PCA)- on the Day of procedure- If both injection and infuser are installed; 경막외 주입(Epidural PCA)-시술당일-주입로 확보 및 infuser 장착을 모두 실시한 경우,4287923,SNOMED,1970-01-01,2099-12-31,NA
LA202,42365830,Korean EDI,Epidural Injection (Epidural PCA)- on the Day of procedure- If you only connect infuser to the obtained injection path; 경막외 주입(Epidural PCA)-시술당일-확보된 주입로에 infuser만 연결하는 경우,4287923,SNOMED,1970-01-01,2099-12-31,NA
LA204,42358191,Korean EDI,Intravenous injection (IV PCA)- on the Day of procedure- If both injection and infuser are installed; 정맥내 주입(IV PCA)-시술당일-주입로 확보 및 infuser 장착을 모두 실시한 경우,4086425,SNOMED,1970-01-01,2099-12-31,NA
LA205,42358193,Korean EDI,Intravenous injection (IV PCA)- on the Day of procedure- If you only connect infuser to the obtained injection path; 정맥내 주입(IV PCA)-시술당일-확보된 주입로에 infuser만 연결하는 경우,4086425,SNOMED,1970-01-01,2099-12-31,NA
LA210,42364692,Korean EDI,Subarachnoid Nerve Block; 지주막하신경차단술,4332593,SNOMED,1970-01-01,2099-12-31,NA
LA222,42363688,Korean EDI,Epidural Nerve Block-by Catheter Insertion through Subcutaneous Tunnel; 경막외신경차단술(지속적차단)-피하터널식카테터삽입에의한방법-삽입당일[삽입료포함],4267121,SNOMED,1970-01-01,2099-12-31,NA
LA223,42360505,Korean EDI,Epidural Nerve Block-by Catheter Insertion through Subcutaneous Tunnel; 경막외신경차단술(지속적차단)-피하터널식카테터삽입에의한방법-삽입익일이후(1일당),4078199,SNOMED,1970-01-01,2099-12-31,NA
LA224,42362582,Korean EDI,Epidural Nerve Block-by Implantation of Subcutaneous Reservoir Pump; 경막외신경차단술(지속적차단)-피하매몰저장기펌프삽입술에의한방법-삽입당일[삽입료포함],4174450,SNOMED,1970-01-01,2099-12-31,NA
LA225,42360472,Korean EDI,Epidural Nerve Block-by Implantation of Subcutaneous Reservoir Pump; 경막외신경차단술(지속적차단)-피하매몰저장기펌프삽입술에의한방법-삽입익일이후(1일당),4078199,SNOMED,1970-01-01,2099-12-31,NA
LA226,42365798,Korean EDI,Epidural Nerve Block-Others; 경막외신경차단술(지속적차단)-기타(비터널식카테터)에의한방법-삽입당일[삽입료포함],4078199,SNOMED,1970-01-01,2099-12-31,NA
LA227,42360432,Korean EDI,Epidural Nerve Block-Others; 경막외신경차단술(지속적차단)-기타(비터널식카테터)에의한방법-삽입익일이후(1일당),4078199,SNOMED,1970-01-01,2099-12-31,NA
LA228,42360373,Korean EDI,Epidural Nerve Block-Epidural Patch; 경막외신경차단술(경막외패치술[혈액채취료포함]),40492360,SNOMED,2011-01-31,2099-12-31,NA
LA232,42365509,Korean EDI,Cranial Nerve or Its Peripheral Branch Block-Facial Nerve; 뇌신경및뇌신경말초지차단술-안면신경,4005967,SNOMED,1970-01-01,2099-12-31,NA
LA233,42364408,Korean EDI,Cranial Nerve or Its Peripheral Branch Block-Glossopharyngeal Nerve; 뇌신경및뇌신경말초지차단술-설인신경,4333411,SNOMED,1970-01-01,2099-12-31,NA
LA234,42365452,Korean EDI,Cranial Nerve or Its Peripheral Branch Block-Sphenopalatine Ganglion; 뇌신경및뇌신경말초지차단술-접구개신경절,4312757,SNOMED,1970-01-01,2099-12-31,NA
LA241,42356224,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Greater or Lesser Occipital Nerve; 척수신경말초지차단술-대소후두신경,4233524,SNOMED,1970-01-01,2099-12-31,NA
LA242,42359883,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Superior Laryngeal Nerve; 척수신경말초지차단술-상후두신경,4337758,SNOMED,1970-01-01,2099-12-31,NA
LA243,42348902,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Laryngeal Nerve; 척수신경말초지차단술-후두신경,4334897,SNOMED,1970-01-01,2099-12-31,NA
LA244,42360159,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Phrenic Nerve; 척수신경말초지차단술-횡격막신경,4100472,SNOMED,1970-01-01,2099-12-31,NA
LA245,42360101,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Spinal Accessory Nerve; 척수신경말초지차단술-척추부신경,4266069,SNOMED,1970-01-01,2099-12-31,NA
LA247,42359744,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Scapular Nerve; 척수신경말초지차단술-견갑신경,4226424,SNOMED,1970-01-01,2099-12-31,NA
LA248,42351355,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Intercostal Nerve; 척수신경말초지차단술-늑간신경,4332575,SNOMED,1970-01-01,2099-12-31,NA
LA249,42356981,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Ilioinguinal Nerve; 척수신경말초지차단술-장골서혜신경,4333290,SNOMED,1970-01-01,2099-12-31,NA
LA251,42361026,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-Superficial Cervical Plexus; 척수신경총,신경근및신경절차단술-경신경총",4333841,SNOMED,1970-01-01,2099-12-31,NA
LA253,42365445,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-Lumbar or Sacral Plexus; 척수신경총,신경근및신경절차단술-요천골신경총",4332569,SNOMED,1970-01-01,2099-12-31,NA
LA261,42359882,Korean EDI,Sympathetic Plexus or Ganglion Block-Simple; 교감신경총및신경절차단술-간단한것,NA,NA,NA,NA,NA
LA264,42356881,Korean EDI,Sympathetic Plexus or Ganglion Block-Complex(Celiac Plexus); 교감신경총및신경절차단술-복잡한것(복강신경총),4110981,SNOMED,1970-01-01,2099-12-31,NA
LA265,42356980,Korean EDI,Sympathetic Plexus or Ganglion Block-Complex(Inferior Mesenteric Plexus); 교감신경총및신경절차단술-복잡한것(하장간막신경총),NA,NA,NA,NA,NA
LA270,42357010,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Iliohypogastric Nerve; 척수신경말초지차단술-장골하복신경,4332577,SNOMED,1970-01-01,2099-12-31,NA
LA271,42356952,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Pudendal Nerve; 척수신경말초지차단술-음부신경,4238713,SNOMED,1970-01-01,2099-12-31,NA
LA272,42357170,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Sciatic Nerve; 척수신경말초지차단술-좌골신경,4200837,SNOMED,1970-01-01,2099-12-31,NA
LA273,42360129,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Obturator Nerve; 척수신경말초지차단술-폐쇄신경,4333963,SNOMED,1970-01-01,2099-12-31,NA
LA274,42356521,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Femoral Nerve; 척수신경말초지차단술-대퇴신경,4336456,SNOMED,1970-01-01,2099-12-31,NA
LA275,42359962,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Lateral Cutaneous Femoral Nerve; 척수신경말초지차단술-외측대퇴피신경,4333279,SNOMED,1970-01-01,2099-12-31,NA
LA276,42355473,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Brachial Plexus; 척수신경말초지차단술-상박신경총,4262378,SNOMED,1970-01-01,2099-12-31,NA
LA321,42360314,Korean EDI,Epidural Nerve Block-Single(Cervical and/or Thoracic); 경막외신경차단술-일회성차단(경추및흉추),4120974,SNOMED,1970-01-01,2099-12-31,NA
LA322,42360343,Korean EDI,Epidural Nerve Block-Single(Lumbar and/or Caudal); 경막외신경차단술-일회성차단(요추및천추),4110978,SNOMED,1970-01-01,2099-12-31,NA
LA330,42363752,Korean EDI,Removal of Subcutaneous Reservoir Pump; 경막외저장기펌프제거술,4171278,SNOMED,1970-01-01,2099-12-31,NA
LA340,42364020,Korean EDI,"Trigeminal Ganglion, Maxillary Nerve, Mandibular Nerve; 뇌신경및뇌신경말초지차단술-삼차신경절,상악신경,하악신경",4045622,SNOMED,1970-01-01,2099-12-31,NA
LA341,42365862,Korean EDI,"Supra-Orbital Nerve, Infra-Orbital Nerve, Mental Nerve, Auriculotemporal Nerve; 뇌신경및뇌신경말초지차단술-안와상,안와하,턱끝,이개측두신경",4181780,SNOMED,1970-01-01,2099-12-31,NA
LA346,42356882,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Axillary Nerve; 척수신경말초지차단술-액와신경,4209891,SNOMED,1970-01-01,2099-12-31,NA
LA347,42359935,Korean EDI,"Block of Peripheral Branch of Spinal Nerve-Median,Ulnar,Radial Nerve; 척수신경말초지차단술-액와하부신경",4332443,SNOMED,1970-01-01,2099-12-31,NA
LA352,42361080,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-Paravertebral Nerve; 척수신경총,신경근및신경절차단술-방척추신경",4205280,SNOMED,1970-01-01,2099-12-31,NA
LA353,42361056,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-Coccygeal Nerve; 척수신경총,신경근및신경절차단술-미골신경",4332580,SNOMED,1970-01-01,2099-12-31,NA
LA354,42361108,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-Selective Spinal Nerve Root; 척수신경총,신경근및신경절차단술-선택적신경근",4333816,SNOMED,1970-01-01,2099-12-31,NA
LA355,42361223,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-DRG(Dorsal Root Ganglion); 척수신경총,신경근및신경절차단술-척추후근신경절",NA,NA,NA,NA,NA
LA356,42358069,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-Gray Rami Communicans; 척수신경총,신경근및신경절차단술-척수회백신경교통지",NA,NA,NA,NA,NA
LA357,42361167,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-Posterior Division Of Spinal Nerve; 척수신경총,신경근및신경절차단술-척수신경후지",NA,NA,NA,NA,NA
LA358,42358155,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-Posterior Medial Branch; 척수신경총,신경근및신경절차단술-후지내측지",NA,NA,NA,NA,NA
LA359,42361252,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-Facet Joint; 척수신경총,신경근및신경절차단술-추간관절차단",4334892,SNOMED,1970-01-01,2099-12-31,NA
LA361,42360047,Korean EDI,Sympathetic Plexus or Ganglion Block-Complex(Thoracic Sympathetic Ganglion); 교감신경총및신경절차단술-복잡한것(흉부교감신경절),4337761,SNOMED,1970-01-01,2099-12-31,NA
LA362,42356951,Korean EDI,Sympathetic Plexus or Ganglion Block-Complex(Lumbar Sympathetic Ganglion); 교감신경총및신경절차단술-복잡한것(요부교감신경절),4337762,SNOMED,1970-01-01,2099-12-31,NA
LA366,42356901,Korean EDI,Sympathetic Plexus or Ganglion Block-Complex(Superior Hypogastric Plexus); 교감신경총및신경절차단술-복잡한것(상하복신경총),2110779,CPT4,1970-01-01,2099-12-31,NA
LA367,42356928,Korean EDI,Sympathetic Plexus or Ganglion Block-Complex(Blockade of the Ganglion Impar); 교감신경총및신경절차단술-복잡한것(외톨이신경절),42537163,SNOMED,2018-01-31,2099-12-31,NA
LA371,42364280,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Sciatic nerve; 지속적 말초신경 및 신경총 통증(자가)조절법-좌골신경-카테터삽입 당일 [카테터삽입료 포함],2110762,CPT4,2018-01-31,2099-12-31,NA
LA372,42364624,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Sciatic nerve; 지속적 말초신경 및 신경총 통증(자가)조절법-좌골신경-익일 이후 (1일당),2110762,CPT4,1970-01-01,2099-12-31,NA
LA373,42364929,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Femoral nerve; 지속적 말초신경 및 신경총 통증(자가)조절법-대퇴신경-카테터삽입 당일 [카테터삽입료 포함],2110764,CPT4,2014-01-31,2099-12-31,NA
LA374,42358880,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Femoral nerve; 지속적 말초신경 및 신경총 통증(자가)조절법-대퇴신경-익일 이후 (1일당),2110764,CPT4,1970-01-01,2099-12-31,NA
LA375,42362097,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Interscalene Brachial Plexus; 지속적 말초신경 및 신경총 통증(자가)조절법-사각근간 상박신경총-카테터삽입 당일 [카테터삽입료 포함],2110753,CPT4,2011-01-31,2099-12-31,NA
LA376,42357889,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Interscalene Brachial Plexus; 지속적 말초신경 및 신경총 통증(자가)조절법-사각근간 상박신경총-익일 이후 (1일당),2110753,CPT4,1970-01-01,2099-12-31,NA
LA377,42363935,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Sciatic nerve; 지속적 말초신경 및 신경총 통증(자가)조절법-좌골신경-확보된 주입로에 infuser만 연결하는 경우,2110762,CPT4,1970-01-01,2099-12-31,NA
LA378,42358904,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Femoral nerve; 지속적 말초신경 및 신경총 통증(자가)조절법-대퇴신경-확보된 주입로에 infuser만 연결하는 경우,2110764,CPT4,1970-01-01,2099-12-31,NA
LA379,42358939,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Interscalene Brachial Plexus; 지속적 말초신경 및 신경총 통증(자가)조절법-사각근간 상박신경총-확보된 주입로에 infuser만 연결하는 경우,2110753,CPT4,1970-01-01,2099-12-31,NA
LB310,42362564,Korean EDI,Subarachnoid Nerve Destruction By Neurolytic Substance; 지주막하신경파괴술,4302768,SNOMED,1970-01-01,2099-12-31,NA
LB320,42362649,Korean EDI,Epidural Nerve Destruction By Neurolytic Substance; 경막외신경파괴술,NA,NA,NA,NA,NA
LB331,42362473,Korean EDI,Destruction of Peripheral Branch of Cranial Nerve by Neurolytic Substance-Trigeminal Ganglion; 뇌신경및뇌신경말초지파괴술-삼차신경절파괴술,NA,NA,NA,NA,NA
LB333,42364519,Korean EDI,Trigeminal Nerve Branch; 뇌신경및뇌신경말초지파괴술-기타뇌신경말초지파괴술(삼차신경및그분지),NA,NA,NA,NA,NA
LB334,42364575,Korean EDI,Others(Facial Nerve); 뇌신경및뇌신경말초지파괴술-기타뇌신경말초지파괴술(안면신경),NA,NA,NA,NA,NA
LB335,42362389,Korean EDI,Others(Glossopharyngeal Nerve); 뇌신경및뇌신경말초지파괴술-기타뇌신경말초지파괴술(설인신경),NA,NA,NA,NA,NA
LB336,42365922,Korean EDI,Others(Sphenopalatine Ganglion); 뇌신경및뇌신경말초지파괴술-기타뇌신경말초지파괴술(접구개신경절),NA,NA,NA,NA,NA
LB341,42357234,Korean EDI,Destruction of Spinal Nerve or Its Peripheral Branch By Neurolytic Substance-Spinal Root; 척수신경및말초지파괴술-척추신경근,NA,NA,NA,NA,NA
LB342,42357254,Korean EDI,Destruction of Spinal Nerve or Its Peripheral Branch By Neurolytic Substance-Spinal Ganglion; 척수신경및말초지파괴술-척추신경절,4336311,SNOMED,1970-01-01,2099-12-31,NA
LB343,42360352,Korean EDI,Destruction of Spinal Nerve or Its Peripheral Branch By Neurolytic Substance-Spinal Plexus; 척수신경및말초지파괴술-척추신경총,NA,NA,NA,NA,NA
LB344,42360215,Korean EDI,Destruction of Spinal Nerve or Its Peripheral Branch By Neurolytic Substance-Intercostal Nerve; 척수신경및말초지파괴술-늑간신경,44783698,SNOMED,2014-01-31,2099-12-31,NA
LB345,42360266,Korean EDI,Paravertebral Facet Joint Nerve; 척수신경및말초지파괴술-척추관절돌기신경,NA,NA,NA,NA,NA
LB346,42357182,Korean EDI,Destruction of Spinal Nerve or Its Peripheral Branch By Neurolytic Substance-Pudendal Nerve; 척수신경및말초지파괴술-음부신경,4258552,SNOMED,2009-01-31,2099-12-31,NA
LB351,42359369,Korean EDI,Destruction of Sympathetic Ganglion or Plexus By Neurolytic Substance-Stellate Ganglion; 교감신경절및신경총파괴술-성상신경절,4333548,SNOMED,1970-01-01,2099-12-31,NA
LB353,42359312,Korean EDI,Destruction of Sympathetic Ganglion or Plexus-Celiac Plexus And/Or Splanchoic Nerve; 교감신경절및신경총파괴술-복강신경총및내장신경,NA,NA,NA,NA,NA
LB354,42359340,Korean EDI,Destruction of Sympathetic Ganglion or Plexus By Neurolytic Substance-Superior Hypogastric Plexus; 교감신경절및신경총파괴술-상하복신경총,42536967,SNOMED,2018-01-31,2099-12-31,NA
LB355,42359420,Korean EDI,Destruction of Sympathetic Ganglion or Plexus By Neurolytic Substance-Inferior Mesenteric Plexus; 교감신경절및신경총파괴술-하장간막신경총,NA,NA,NA,NA,NA
LB412,42359446,Korean EDI,Destruction of Sympathetic Ganglion or Plexus By Neurolytic Substance-Thoracic Sympathetic Ganglion; 교감신경절및신경총파괴술-흉부교감신경절,NA,NA,NA,NA,NA
LB413,42359392,Korean EDI,Destruction of Sympathetic Ganglion or Plexus By Neurolytic Substance-Lumbar Sympathetic Ganglion; 교감신경절및신경총파괴술-요부교감신경절,NA,NA,NA,NA,NA
LX001,42365765,Korean EDI,Endotracheal Intubation With Fiberoptic Bronchoscopy; 굴곡성기관지경을이용한기관내삽관술[마취를위해삽관한경우],NA,NA,NA,NA,NA
LX071,42365565,Korean EDI,Scar or Neuroma Infiltration of Neurolytics; 상처또는신경종내신경파괴제주입술,NA,NA,NA,NA,NA
LY051,42357800,Korean EDI,Total Spinal Block(Basic Block for 1hr); 전척추블록(기본[1시간기준]),4332593,SNOMED,1970-01-01,2099-12-31,NA
LY052,42363090,Korean EDI,Total Spinal Block(Maintenance of Block for 15min); 전척추블록(유지[1시간초과시15분당]),4332593,SNOMED,1970-01-01,2099-12-31,NA
M0031,42362227,Korean EDI,"Removal of Foreign Body In Skin, Subcutaneous Tissue or Muscle with Incision of Fascia; 피부 및 피하조직, 근육내 이물제거술[봉침, 파편 등]-근막절개하 이물제거술",NA,NA,NA,NA,NA
M0032,42364864,Korean EDI,"Removal of Foreign Body In Skin, Subcutaneous Tissue or Muscle, Others; 피부 및 피하조직, 근육내 이물제거술[봉침, 파편 등]-기타",NA,NA,NA,NA,NA
M0040,42360508,Korean EDI,Oxygen Inhalation; 산소흡입[1일당],4239130,SNOMED,1970-01-01,2099-12-31,NA
M0045,42363058,Korean EDI,Nebulizer Treatment of Lower Airway; 하기도증기흡입치료[1일당],4206920,SNOMED,1970-01-01,2099-12-31,NA
M0046,42358766,Korean EDI,Heated Humidified High Flow Nasal Cannula Therapy; 가온가습고유량비강캐뉼라요법,4155151,SNOMED,1970-01-01,2099-12-31,NA
M0050,42363930,Korean EDI,Nelaton Catheterization; 도뇨[1회당],4075951,SNOMED,1970-01-01,2099-12-31,NA
M0060,42364614,Korean EDI,Foley Catheterization; 유치 카테터 설치,4076762,SNOMED,1970-01-01,2099-12-31,NA
M0065,42362498,Korean EDI,Ureteral Catheterization; 요관카테터법,4180860,SNOMED,1970-01-01,2099-12-31,NA
M0073,42358710,Korean EDI,Gas Enema; 가스관장[관장제포함],NA,NA,NA,NA,NA
M0074,42364091,Korean EDI,Finger Enema; 직장분변제거술,NA,NA,NA,NA,NA
M0075,42086534,Korean EDI,Cauterization of Umbilical Granuloma; 제대육아종소작술,4031300,SNOMED,1970-01-01,2099-12-31,NA
M0076,42365299,Korean EDI,Drug Retention Enema; 약물저류관장[관장제포함],36714607,SNOMED,2017-01-31,2099-12-31,NA
M0077,42358320,Korean EDI,"Enema, Others; 기타관장(글리세린관장,생리식염수관장,에스에스관장등)[관장제포함]",NA,NA,NA,NA,NA
M0078,42364083,Korean EDI,Rectal Tube Insertion; 직장내삽관술,4196932,SNOMED,1970-01-01,2099-12-31,NA
M0111,42363152,Korean EDI,Simple Dressing; 단순처치[1일당],4305581,SNOMED,1970-01-01,2099-12-31,NA
M0115,42356862,Korean EDI,Simple Dressing; 단순처치-상급종합병원 중환자실 입원,4305581,SNOMED,1970-01-01,2099-12-31,NA
M0116,42359863,Korean EDI,Simple Dressing; 단순처치-간호인력확보수준에 따른 입원환자 간호관리료 차등제 1등급 상급종합병원 입원,4305581,SNOMED,1970-01-01,2099-12-31,NA
M0121,42357085,Korean EDI,Infectious Wound Dressing; 염증성처치[1일당],4080499,SNOMED,1970-01-01,2099-12-31,NA
M0125,42360086,Korean EDI,Infectious Wound Dressing; 염증성처치-상급종합병원 중환자실 입원,4080499,SNOMED,1970-01-01,2099-12-31,NA
M0126,42357033,Korean EDI,Infectious Wound Dressing; 염증성처치-간호인력확보수준에 따른 입원환자 간호관리료 차등제 1등급 상급종합병원 입원,4080499,SNOMED,1970-01-01,2099-12-31,NA
M0131,42357343,Korean EDI,Stoma Care; 장루처치[1일당],46271823,SNOMED,2015-07-31,2099-12-31,NA
M0134,42357409,Korean EDI,Natural Drainage And Care After Operation; 수술후 튜브삽입에 의한 자연 배액감시 및 처치[1일당],NA,NA,NA,NA,NA
M0135,42361100,Korean EDI,Suction Drainage or Tracheostomy Suction Etc.; 흡입배농 및 배액처치-상급종합병원 중환자실 입원,4164516,SNOMED,1970-01-01,2099-12-31,NA
M0136,42361090,Korean EDI,Suction Drainage or Tracheostomy Suction Etc.; 흡입배농 및 배액처치-간호인력확보수준에 따른 입원환자 간호관리료 차등제 1등급 상급종합병원 입원,4164516,SNOMED,1970-01-01,2099-12-31,NA
M0137,42361125,Korean EDI,Suction Drainage or Tracheostomy Suction Etc.; 흡입배농 및 배액처치[1일당],4164516,SNOMED,1970-01-01,2099-12-31,NA
M0141,42364004,Korean EDI,Sitz Bath; 좌욕[1일당],4215155,SNOMED,1970-01-01,2099-12-31,NA
M0143,42358914,Korean EDI,Position Change; 체위변경처치[1일당],NA,NA,NA,NA,NA
M0145,42358905,Korean EDI,Position Change; 체위변경처치-상급종합병원 중환자실 입원,NA,NA,NA,NA,NA
M0146,42358891,Korean EDI,Position Change; 체위변경처치-간호인력확보수준에 따른 입원환자 간호관리료 차등제 1등급 상급종합병원 입원,NA,NA,NA,NA,NA
M0151,42362849,Korean EDI,Perineal Care; 회음부간호[1일당],NA,NA,NA,NA,NA
M0153,42357517,Korean EDI,Tub Bath; 통목욕간호[1일당],4030240,SNOMED,1970-01-01,2099-12-31,NA
M0155,42363973,Korean EDI,Bed Bath; 침상목욕간호[1일당],4238681,SNOMED,1970-01-01,2099-12-31,NA
M0581,42357298,Korean EDI,Hyperbaric Oxygen Therapy; (상급종합병원·종합병원)고압산소요법-1시간까지,4087611,SNOMED,1970-01-01,2099-12-31,NA
M0582,42357311,Korean EDI,Hyperbaric Oxygen Therapy; (상급종합병원·종합병원)고압산소요법-1시간을 초과하여 2시간까지,4087611,SNOMED,1970-01-01,2099-12-31,NA
M0583,42357339,Korean EDI,Hyperbaric Oxygen Therapy; (상급종합병원·종합병원)고압산소요법-2시간 초과 1일당,4087611,SNOMED,1970-01-01,2099-12-31,NA
M0586,42366177,Korean EDI,Hyperbaric Oxygen Therapy; 고압산소요법-1시간까지,4087611,SNOMED,1970-01-01,2099-12-31,NA
M0587,42364422,Korean EDI,Hyperbaric Oxygen Therapy; 고압산소요법-1시간을 초과하여 2시간까지,4087611,SNOMED,1970-01-01,2099-12-31,NA
M0588,42360883,Korean EDI,Hyperbaric Oxygen Therapy; 고압산소요법-2시간 초과 1일당,4087611,SNOMED,1970-01-01,2099-12-31,NA
M0651,42361481,Korean EDI,Cryoablation of Arrhythmia; 부정맥의 냉각절제술-냉각풍선절제술,4050570,SNOMED,1970-01-01,2099-12-31,NA
M0652,42363648,Korean EDI,Cryoablation of Arrhythmia-Septal Puncture; 부정맥의 냉각절제술-냉각풍선절제술-중격천자,4050570,SNOMED,1970-01-01,2099-12-31,NA
