"SOURCE_CODE","SOURCE_CONCEPT_ID","SOURCE_VOCABULARY_ID","SOURCE_CODE_DESCRIPTION","TARGET_CONCEPT_ID","TARGET_VOCABULARY_ID","VALID_START_DATE","VALID_END_DATE","INVALID_REASON"
"D3513030",42342166,"EDI","Epinephrine [Mass/volume] in Plasma; 카테콜아민 및 주요대사물질-[정밀면역검사](정량)_Epinephrine, NA",3008625,"LOINC",1970-01-01,2099-12-31,NA
"D3513050",42356842,"EDI","Metanephrines measurement, total, urine; 카테콜아민 및 주요대사물질-[정밀면역검사](정량)_Metanephrine, NA",4101237,"SNOMED",1970-01-01,2099-12-31,NA
"D3513070",42363059,"EDI","Norepinephrine [Mass/volume] in Plasma; 카테콜아민 및 주요대사물질-[정밀면역검사](정량)_Norepinephrine, NA",3022417,"LOINC",1970-01-01,2099-12-31,NA
"D3513080",42355958,"EDI","Metanephrines measurement, total, urine; 카테콜아민 및 주요대사물질-[정밀면역검사](정량)_Normetanephrine, NA",4101237,"SNOMED",1970-01-01,2099-12-31,NA
"D3513080",42355958,"EDI","Normetanephrine [Mass/volume] in 24 hour Urine; 카테콜아민 및 주요대사물질-[정밀면역검사](정량)_Normetanephrine, NA",3003700,"LOINC",1970-01-01,2099-12-31,NA
"D3513080",42355958,"EDI","Normetanephrine [Moles/volume] in Serum or Plasma; 카테콜아민 및 주요대사물질-[정밀면역검사](정량)_Normetanephrine, NA",3026179,"LOINC",2000-07-10,2099-12-31,NA
"D3514016",42347471,"EDI","5-Hydroxyindoleacetate [Mass/volume] in 24 hour Urine; 카테콜아민 및 주요대사물질-[정밀분광-질량분석](정량)_5-HIAA, 진단검사의학과전문의 등 판독",3023028,"LOINC",1970-01-01,2099-12-31,NA
"D3514026",42347314,"EDI","Dopamine [Mass/volume] in Serum or Plasma; 카테콜아민 및 주요대사물질-[정밀분광-질량분석](정량)_Dopamine, 진단검사의학과전문의 등 판독",3013490,"LOINC",1970-01-01,2099-12-31,NA
"D3514046",42346657,"EDI","Metanephrines measurement, total, urine; 카테콜아민 및 주요대사물질-[정밀분광-질량분석](정량)_Metanephrine, 진단검사의학과전문의 등 판독",4101237,"SNOMED",1970-01-01,2099-12-31,NA
"D3514056",42346512,"EDI","Norepinephrine [Mass/volume] in Plasma; 카테콜아민 및 주요대사물질-[정밀분광-질량분석](정량)_Norepinephrine, 진단검사의학과전문의 등 판독",3022417,"LOINC",1970-01-01,2099-12-31,NA
"D3514066",42346899,"EDI","Metanephrines measurement, total, urine; 카테콜아민 및 주요대사물질-[정밀분광-질량분석](정량)_Normetanephrine, 진단검사의학과전문의 등 판독",4101237,"SNOMED",1970-01-01,2099-12-31,NA
"D3514066",42346899,"EDI","Normetanephrine [Mass/volume] in 24 hour Urine; 카테콜아민 및 주요대사물질-[정밀분광-질량분석](정량)_Normetanephrine, 진단검사의학과전문의 등 판독",3003700,"LOINC",1970-01-01,2099-12-31,NA
"D3514066",42346899,"EDI","Normetanephrine [Moles/volume] in Serum or Plasma; 카테콜아민 및 주요대사물질-[정밀분광-질량분석](정량)_Normetanephrine, 진단검사의학과전문의 등 판독",3026179,"LOINC",2000-07-10,2099-12-31,NA
"D3514086",42346912,"EDI","Epinephrine [Mass/volume] in Plasma; 카테콜아민 및 주요대사물질-[정밀분광-질량분석](정량)_Epinephrine, 진단검사의학과전문의 등 판독",3008625,"LOINC",1970-01-01,2099-12-31,NA
"D3530",42358221,"EDI","Serum angiotensin I and II measurement; 안지오텐신 Ⅱ[정밀면역검사], NA",4153004,"SNOMED",1970-01-01,2099-12-31,NA
"D3531",42361372,"EDI","Serum angiotensin I and II measurement; 안지오텐신 Ⅱ[정밀면역검사]-핵의학적 방법, NA",4153004,"SNOMED",1970-01-01,2099-12-31,NA
"D3540",42363016,"EDI","Renin [Enzymatic activity/volume] in Plasma; 레닌활성도[정밀면역검사], NA",3007808,"LOINC",1970-01-01,2099-12-31,NA
"D3541",42357756,"EDI","Renin [Enzymatic activity/volume] in Plasma; 레닌활성도[정밀면역검사]-핵의학적 방법, NA",3007808,"LOINC",1970-01-01,2099-12-31,NA
"D3701010",42365762,"EDI","Lutropin [Units/volume] in Serum or Plasma; 성선자극호르몬-[일반면역검사](정성)-(간이검사)_황체형성호르몬, NA",3009214,"LOINC",1970-01-01,2099-12-31,NA
"D3702020",42362058,"EDI","Follitropin [Units/volume] in Serum or Plasma; 성선자극호르몬-[정밀면역검사]_난포자극호르몬, NA",3023323,"LOINC",1970-01-01,2099-12-31,NA
"D3702030",42363146,"EDI","Lutropin [Units/volume] in Serum or Plasma; 성선자극호르몬-[정밀면역검사]_황체형성호르몬, NA",3009214,"LOINC",1970-01-01,2099-12-31,NA
"D3703010",42365766,"EDI","Follitropin [Units/volume] in Serum or Plasma; 성선자극호르몬-[정밀면역검사]-핵의학적 방법_난포자극호르몬, NA",3023323,"LOINC",1970-01-01,2099-12-31,NA
"D3703020",42365527,"EDI","Lutropin [Units/volume] in Serum or Plasma; 성선자극호르몬-[정밀면역검사]-핵의학적 방법_황체형성호르몬, NA",3009214,"LOINC",1970-01-01,2099-12-31,NA
"D3710010",42365323,"EDI","17-Hydroxyprogesterone [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]_17-OH프로게스테론, NA",3028718,"LOINC",1970-01-01,2099-12-31,NA
"D3710020",42366165,"EDI","Estradiol (E2) [Mass/volume] in Serum or Plasma by High sensitivity method; 성선호르몬[정밀면역검사]_에스트라디올, NA",3035801,"LOINC",2004-02-17,2099-12-31,NA
"D3710020",42366165,"EDI","Estradiol (E2) [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]_에스트라디올, NA",3025285,"LOINC",1970-01-01,2099-12-31,NA
"D3710030",42363170,"EDI","Estrone (E1) [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]_에스트로겐, NA",3023640,"LOINC",1970-01-01,2099-12-31,NA
"D3710030",42363170,"EDI","Fetoplacental hormone measurement; 성선호르몬[정밀면역검사]_에스트로겐, NA",4151412,"SNOMED",1970-01-01,2099-12-31,NA
"D3710040",42364255,"EDI","Estriol (E3).unconjugated [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]_에스트리올, NA",3025455,"LOINC",1970-01-01,2099-12-31,NA
"D3710050",42361041,"EDI","Testosterone Free [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]_유리테스토스테론, NA",3016049,"LOINC",1970-01-01,2099-12-31,NA
"D3710050",42361041,"EDI","Testosterone Free/Testosterone.total in Serum or Plasma; 성선호르몬[정밀면역검사]_유리테스토스테론, NA",3027401,"LOINC",1970-01-01,2099-12-31,NA
"D3710060",42364265,"EDI","Testosterone [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]_테스토스테론, NA",3008893,"LOINC",1970-01-01,2099-12-31,NA
"D3710060",42364265,"EDI","Testosterone Free/Testosterone.total in Serum or Plasma; 성선호르몬[정밀면역검사]_테스토스테론, NA",3027401,"LOINC",1970-01-01,2099-12-31,NA
"D3710080",42361057,"EDI","Fetoplacental hormone measurement; 성선호르몬[정밀면역검사]_프로게스테론, NA",4151412,"SNOMED",1970-01-01,2099-12-31,NA
"D3710080",42361057,"EDI","Progesterone [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]_프로게스테론, NA",3027144,"LOINC",1970-01-01,2099-12-31,NA
"D3711010",42365313,"EDI","17-Hydroxyprogesterone [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]-핵의학적 방법_17-OH프로게스테론, NA",3028718,"LOINC",1970-01-01,2099-12-31,NA
"D3711020",42361011,"EDI","Estradiol (E2) [Mass/volume] in Serum or Plasma by High sensitivity method; 성선호르몬[정밀면역검사]-핵의학적 방법_에스트라디올, NA",3035801,"LOINC",2004-02-17,2099-12-31,NA
"D3711020",42361011,"EDI","Estradiol (E2) [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]-핵의학적 방법_에스트라디올, NA",3025285,"LOINC",1970-01-01,2099-12-31,NA
"D3711030",42364232,"EDI","Estrone (E1) [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]-핵의학적 방법_에스트로겐, NA",3023640,"LOINC",1970-01-01,2099-12-31,NA
"D3711030",42364232,"EDI","Fetoplacental hormone measurement; 성선호르몬[정밀면역검사]-핵의학적 방법_에스트로겐, NA",4151412,"SNOMED",1970-01-01,2099-12-31,NA
"D3711040",42365317,"EDI","Estriol (E3).unconjugated [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]-핵의학적 방법_에스트리올, NA",3025455,"LOINC",1970-01-01,2099-12-31,NA
"D3711050",42364236,"EDI","Testosterone [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]-핵의학적 방법_테스토스테론, NA",3008893,"LOINC",1970-01-01,2099-12-31,NA
"D3711050",42364236,"EDI","Testosterone Free/Testosterone.total in Serum or Plasma; 성선호르몬[정밀면역검사]-핵의학적 방법_테스토스테론, NA",3027401,"LOINC",1970-01-01,2099-12-31,NA
"D3711060",42364238,"EDI","Fetoplacental hormone measurement; 성선호르몬[정밀면역검사]-핵의학적 방법_프로게스테론, NA",4151412,"SNOMED",1970-01-01,2099-12-31,NA
"D3711060",42364238,"EDI","Progesterone [Mass/volume] in Serum or Plasma; 성선호르몬[정밀면역검사]-핵의학적 방법_프로게스테론, NA",3027144,"LOINC",1970-01-01,2099-12-31,NA
"D3720",42363677,"EDI","Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma; 베타에이취씨지[정밀면역검사], NA",3038136,"LOINC",1970-01-01,2099-12-31,NA
"D3720",42363677,"EDI","Fetoplacental hormone measurement; 베타에이취씨지[정밀면역검사], NA",4151412,"SNOMED",1970-01-01,2099-12-31,NA
"D3720",42363677,"EDI","Total beta human chorionic gonadotrophin level; 베타에이취씨지[정밀면역검사], NA",4214677,"SNOMED",1970-01-01,2099-12-31,NA
"D3721",42363679,"EDI","Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma; 베타에이취씨지[정밀면역검사]-핵의학적 방법, NA",3038136,"LOINC",1970-01-01,2099-12-31,NA
"D3721",42363679,"EDI","Total beta human chorionic gonadotrophin level; 베타에이취씨지[정밀면역검사]-핵의학적 방법, NA",4214677,"SNOMED",1970-01-01,2099-12-31,NA
"D3800010",42364834,"EDI","Lipase [Enzymatic activity/volume] in Serum or Plasma; 소화기관 효소[화학반응-장비측정]_리파아제, NA",3004905,"LOINC",1970-01-01,2099-12-31,NA
"D3800020",42364840,"EDI","Amylase [Enzymatic activity/volume] in Serum or Plasma; 소화기관 효소[화학반응-장비측정]_총아밀라아제, NA",3016771,"LOINC",1970-01-01,2099-12-31,NA
"D3801010",42359482,"EDI","Amylase [Enzymatic activity/volume] in Serum or Plasma; 소화기관 효소[화학반응-장비측정(간이검사)]_총아밀라아제, NA",3016771,"LOINC",1970-01-01,2099-12-31,NA
"D3810010",42359468,"EDI","Gastrin [Mass/volume] in Serum or Plasma; 소화기관 호르몬[정밀면역검사]_가스트린, NA",3009927,"LOINC",1970-01-01,2099-12-31,NA
"D3810020",42364817,"EDI","Glucagon [Mass/volume] in Serum or Plasma; 소화기관 호르몬[정밀면역검사]_글루카곤, NA",3023436,"LOINC",1970-01-01,2099-12-31,NA
"D3811010",42365524,"EDI","Gastrin [Mass/volume] in Serum or Plasma; 소화기관 호르몬[정밀면역검사]-핵의학적 방법_가스트린, NA",3009927,"LOINC",1970-01-01,2099-12-31,NA
"D3811020",42362655,"EDI","Glucagon [Mass/volume] in Serum or Plasma; 소화기관 호르몬[정밀면역검사]-핵의학적 방법_글루카곤, NA",3023436,"LOINC",1970-01-01,2099-12-31,NA
"D4000016",42347397,"EDI","Plasma viscosity measurement; 혈액점도검사[관찰판정-육안·장비측정]_Viscometer, 진단검사의학과전문의 등 판독",4153143,"SNOMED",1970-01-01,2099-12-31,NA
"D4000016",42347397,"EDI","Viscosity of Serum; 혈액점도검사[관찰판정-육안·장비측정]_Viscometer, 진단검사의학과전문의 등 판독",3010493,"LOINC",1970-01-01,2099-12-31,NA
"D4001006",42347469,"EDI","Plasma viscosity measurement; 혈액점도검사[스캐닝 모세관법], 진단검사의학과전문의 등 판독",4153143,"SNOMED",1970-01-01,2099-12-31,NA
"D4001006",42347469,"EDI","Viscosity of Serum; 혈액점도검사[스캐닝 모세관법], 진단검사의학과전문의 등 판독",3010493,"LOINC",1970-01-01,2099-12-31,NA
"D4002006",42347202,"EDI","Plasma viscosity measurement; 혈액점도검사[콘플레이트회전법], 진단검사의학과전문의 등 판독",4153143,"SNOMED",1970-01-01,2099-12-31,NA
"D4002006",42347202,"EDI","Viscosity of Serum; 혈액점도검사[콘플레이트회전법], 진단검사의학과전문의 등 판독",3010493,"LOINC",1970-01-01,2099-12-31,NA
"D4011",42359456,"EDI","Myoglobin [Mass/volume] in Serum or Plasma; 마이오글로빈-[화학반응-육안검사](정성), NA",3005895,"LOINC",1970-01-01,2099-12-31,NA
"D4011",42359456,"EDI","Myoglobin [Mass/volume] in Urine; 마이오글로빈-[화학반응-육안검사](정성), NA",3011066,"LOINC",1970-01-01,2099-12-31,NA
"D4012",42359451,"EDI","Myoglobin [Mass/volume] in Serum or Plasma; 마이오글로빈-[정밀면역검사](정량), NA",3005895,"LOINC",1970-01-01,2099-12-31,NA
"D4012",42359451,"EDI","Myoglobin [Mass/volume] in Urine; 마이오글로빈-[정밀면역검사](정량), NA",3011066,"LOINC",1970-01-01,2099-12-31,NA
"D4013",42359454,"EDI","Myoglobin [Mass/volume] in Serum or Plasma; 마이오글로빈-[정밀면역검사](정량)-핵의학적 방법, NA",3005895,"LOINC",1970-01-01,2099-12-31,NA
"D4013",42359454,"EDI","Myoglobin [Mass/volume] in Urine; 마이오글로빈-[정밀면역검사](정량)-핵의학적 방법, NA",3011066,"LOINC",1970-01-01,2099-12-31,NA
"D4021010",42364120,"EDI","Troponin I.cardiac [Mass/volume] in Blood; 트로포닌-[일반면역검사](정성)-(간이검사)_트로포닌 I, NA",3033745,"LOINC",2005-10-19,2099-12-31,NA
"D4021010",42364120,"EDI","Troponin I.cardiac [Mass/volume] in Serum or Plasma; 트로포닌-[일반면역검사](정성)-(간이검사)_트로포닌 I, NA",3021337,"LOINC",1970-01-01,2099-12-31,NA
"D4021020",42357786,"EDI","Troponin T.cardiac [Mass/volume] in Serum or Plasma; 트로포닌-[일반면역검사](정성)-(간이검사)_트로포닌 T, NA",3019800,"LOINC",1970-01-01,2099-12-31,NA
"D4022010",42357792,"EDI","Troponin I.cardiac [Mass/volume] in Blood; 트로포닌-[정밀면역검사](정량)-(간이검사)_트로포닌 I, NA",3033745,"LOINC",2005-10-19,2099-12-31,NA
"D4022010",42357792,"EDI","Troponin I.cardiac [Mass/volume] in Serum or Plasma; 트로포닌-[정밀면역검사](정량)-(간이검사)_트로포닌 I, NA",3021337,"LOINC",1970-01-01,2099-12-31,NA
"D4022020",42357798,"EDI","Troponin T.cardiac [Mass/volume] in Serum or Plasma; 트로포닌-[정밀면역검사](정량)-(간이검사)_트로포닌 T, NA",3019800,"LOINC",1970-01-01,2099-12-31,NA
"D4023010",42363068,"EDI","Troponin I.cardiac [Mass/volume] in Blood; 트로포닌-[정밀면역검사]_트로포닌 I, NA",3033745,"LOINC",2005-10-19,2099-12-31,NA
"D4023010",42363068,"EDI","Troponin I.cardiac [Mass/volume] in Serum or Plasma; 트로포닌-[정밀면역검사]_트로포닌 I, NA",3021337,"LOINC",1970-01-01,2099-12-31,NA
"D4023020",42357810,"EDI","Troponin T.cardiac [Mass/volume] in Serum or Plasma; 트로포닌-[정밀면역검사]_트로포닌 T, NA",3019800,"LOINC",1970-01-01,2099-12-31,NA
"D4040",42330393,"EDI","Creatine kinase.MB [Mass/volume] in Serum or Plasma; CK-MB[정밀면역검사], NA",3005785,"LOINC",1997-11-04,2099-12-31,NA
"D4040",42330393,"EDI","Creatine kinase.MB/Creatine kinase.total in Serum or Plasma by calculation; CK-MB[정밀면역검사], NA",3025909,"LOINC",1970-01-01,2099-12-31,NA
"D4061010",42356863,"EDI","NT proBNP serum/plasma; 심장표지자-[정밀면역검사](간이검사)_Pro-Brain Natriuretic Peptide, NA",3029187,"LOINC",1970-01-01,2099-12-31,NA
"D4061020",42356869,"EDI","Natriuretic peptide B [Mass/volume] in Blood; 심장표지자-[정밀면역검사](간이검사)_뇌성나트륨이뇨펩타이드, NA",3031569,"LOINC",2005-10-11,2099-12-31,NA
"D4061020",42356869,"EDI","Natriuretic peptide B [Mass/volume] in Serum or Plasma; 심장표지자-[정밀면역검사](간이검사)_뇌성나트륨이뇨펩타이드, NA",3011960,"LOINC",1970-01-01,2099-12-31,NA
"D4062010",42359899,"EDI","NT proBNP serum/plasma; 심장표지자-[정밀면역검사]_Pro-Brain Natriuretic Peptide, NA",3029187,"LOINC",1970-01-01,2099-12-31,NA
"D4062020",42342174,"EDI","Natriuretic peptide B [Mass/volume] in Blood; 심장표지자-[정밀면역검사]_뇌성나트륨이뇨펩타이드, NA",3031569,"LOINC",2005-10-11,2099-12-31,NA
"D4062020",42342174,"EDI","Natriuretic peptide B [Mass/volume] in Serum or Plasma; 심장표지자-[정밀면역검사]_뇌성나트륨이뇨펩타이드, NA",3011960,"LOINC",1970-01-01,2099-12-31,NA
"D4063010",42362001,"EDI","Natriuretic peptide B [Mass/volume] in Serum or Plasma; 심장표지자-[정밀면역검사]-핵의학적 방법_뇌성나트륨이뇨펩타이드, NA",3011960,"LOINC",1970-01-01,2099-12-31,NA
"D4230",42345329,"EDI","Beta-2-Microglobulin [Mass/volume] in Serum or Plasma; 베타투마이크로글로불린[정밀면역검사], NA",3013201,"LOINC",1970-01-01,2099-12-31,NA
"D4231",42345742,"EDI","Beta-2-Microglobulin [Mass/volume] in Serum or Plasma; 베타투마이크로글로불린[정밀면역검사]-핵의학적 방법, NA",3013201,"LOINC",1970-01-01,2099-12-31,NA
"D4240",42356907,"EDI","Calcitonin [Mass/volume] in Serum or Plasma; 칼시토닌[정밀면역검사], NA",3010989,"LOINC",1970-01-01,2099-12-31,NA
"D4241",42356912,"EDI","Calcitonin [Mass/volume] in Serum or Plasma; 칼시토닌[정밀면역검사]-핵의학적 방법, NA",3010989,"LOINC",1970-01-01,2099-12-31,NA
"D4250",42357288,"EDI","Thyroglobulin [Mass/volume] in Serum or Plasma; 싸이로글로불린[정밀면역검사], NA",3036535,"LOINC",1970-01-01,2099-12-31,NA
"D4251",42357291,"EDI","Thyroglobulin [Mass/volume] in Serum or Plasma; 싸이로글로불린[정밀면역검사]-핵의학적 방법, NA",3036535,"LOINC",1970-01-01,2099-12-31,NA
"D4290",42360501,"EDI","Carcinoembryonic Ag [Mass/volume] in Serum or Plasma; 태아성암항원 [정밀면역검사], NA",3003785,"LOINC",1970-01-01,2099-12-31,NA
"D4291",42357419,"EDI","Carcinoembryonic Ag [Mass/volume] in Serum or Plasma; 태아성암항원 [정밀면역검사]-핵의학적 방법, NA",3003785,"LOINC",1970-01-01,2099-12-31,NA
"D4300010",42362603,"EDI","Free PSA serum/plasma; 전립선암[정밀면역검사]_유리전립선특이항원, NA",3005013,"LOINC",1997-03-03,2099-12-31,NA
"D4300010",42362603,"EDI","Free/Total PSA serum/plasme; 전립선암[정밀면역검사]_유리전립선특이항원, NA",3001784,"LOINC",1970-01-01,2099-12-31,NA
"D4300010",42362603,"EDI","Prostate Specific Ag Free [Mass/volume] in Body fluid; 전립선암[정밀면역검사]_유리전립선특이항원, NA",40762330,"LOINC",2010-03-25,2099-12-31,NA
"D4300010",42362603,"EDI","Prostate Specific Ag Free [Units/volume] in Serum or Plasma; 전립선암[정밀면역검사]_유리전립선특이항원, NA",3001138,"LOINC",1998-11-25,2099-12-31,NA
"D4300030",42362613,"EDI","Free/Total PSA serum/plasme; 전립선암[정밀면역검사]_전립선특이항원, NA",3001784,"LOINC",1970-01-01,2099-12-31,NA
"D4300030",42362613,"EDI","Prostate specific Ag [Mass/volume] in Serum or Plasma by Detection limit <= 0.01 ng/mL; 전립선암[정밀면역검사]_전립선특이항원, NA",3034548,"LOINC",1970-01-01,2099-12-31,NA
"D4300030",42362613,"EDI","Prostate specific antigen measurement; 전립선암[정밀면역검사]_전립선특이항원, NA",4272032,"SNOMED",1970-01-01,2099-12-31,NA
"D4300030",42362613,"EDI","PSA serum/plasma; 전립선암[정밀면역검사]_전립선특이항원, NA",3013603,"LOINC",1970-01-01,2099-12-31,NA
"D4300030",42362613,"EDI","Total PSA level; 전립선암[정밀면역검사]_전립선특이항원, NA",44793131,"SNOMED",2014-04-01,2099-12-31,NA
"D4307010",42362597,"EDI","Free PSA serum/plasma; 전립선암[정밀면역검사]-핵의학적 방법_유리전립선특이항원, NA",3005013,"LOINC",1997-03-03,2099-12-31,NA
"D4307010",42362597,"EDI","Free/Total PSA serum/plasme; 전립선암[정밀면역검사]-핵의학적 방법_유리전립선특이항원, NA",3001784,"LOINC",1970-01-01,2099-12-31,NA
"D4307010",42362597,"EDI","Prostate Specific Ag Free [Mass/volume] in Body fluid; 전립선암[정밀면역검사]-핵의학적 방법_유리전립선특이항원, NA",40762330,"LOINC",2010-03-25,2099-12-31,NA
"D4307010",42362597,"EDI","Prostate Specific Ag Free [Units/volume] in Serum or Plasma; 전립선암[정밀면역검사]-핵의학적 방법_유리전립선특이항원, NA",3001138,"LOINC",1998-11-25,2099-12-31,NA
"D4307010",42362597,"EDI","Prostate specific antigen measurement; 전립선암[정밀면역검사]-핵의학적 방법_유리전립선특이항원, NA",4272032,"SNOMED",1970-01-01,2099-12-31,NA
"D4307030",42361527,"EDI","Free/Total PSA serum/plasme; 전립선암[정밀면역검사]-핵의학적 방법_전립선특이항원, NA",3001784,"LOINC",1970-01-01,2099-12-31,NA
"D4307030",42361527,"EDI","Prostate specific Ag [Mass/volume] in Serum or Plasma by Detection limit <= 0.01 ng/mL; 전립선암[정밀면역검사]-핵의학적 방법_전립선특이항원, NA",3034548,"LOINC",1970-01-01,2099-12-31,NA
"D4307030",42361527,"EDI","Prostate specific antigen measurement; 전립선암[정밀면역검사]-핵의학적 방법_전립선특이항원, NA",4272032,"SNOMED",1970-01-01,2099-12-31,NA
"D4307030",42361527,"EDI","PSA serum/plasma; 전립선암[정밀면역검사]-핵의학적 방법_전립선특이항원, NA",3013603,"LOINC",1970-01-01,2099-12-31,NA
"D4307030",42361527,"EDI","Total PSA level; 전립선암[정밀면역검사]-핵의학적 방법_전립선특이항원, NA",44793131,"SNOMED",2014-04-01,2099-12-31,NA
"D4311",42357703,"EDI","Cancer Ag 125 [Units/volume] in Serum or Plasma; CA-125[정밀면역검사], NA",3037551,"LOINC",1970-01-01,2099-12-31,NA
"D4312",42357709,"EDI","Cancer Ag 125 [Units/volume] in Serum or Plasma; CA-125[정밀면역검사]-핵의학적 방법, NA",3037551,"LOINC",1970-01-01,2099-12-31,NA
"D4340",42349270,"EDI","Cancer Ag 15-3 [Units/volume] in Serum or Plasma; CA-15-3[정밀면역검사], NA",3006588,"LOINC",1970-01-01,2099-12-31,NA
"D4341",42357720,"EDI","Cancer Ag 15-3 [Units/volume] in Serum or Plasma; CA-15-3[정밀면역검사]-핵의학적 방법, NA",3006588,"LOINC",1970-01-01,2099-12-31,NA
"D4350",42357725,"EDI","Cancer Ag 19-9 [Units/volume] in Serum or Plasma; CA-19-9[정밀면역검사], NA",3022914,"LOINC",2000-03-01,2099-12-31,NA
"D4351",42357726,"EDI","Cancer Ag 19-9 [Units/volume] in Serum or Plasma; CA-19-9[정밀면역검사]-핵의학적 방법, NA",3022914,"LOINC",2000-03-01,2099-12-31,NA
"D4381",42359346,"EDI","Enolase.neuron specific [Mass/volume] in Serum or Plasma; 신경특이에놀라제[정밀면역검사], NA",3028531,"LOINC",1970-01-01,2099-12-31,NA
"D4382",42359352,"EDI","Enolase.neuron specific [Mass/volume] in Serum or Plasma; 신경특이에놀라제[정밀면역검사]-핵의학적 방법, NA",3028531,"LOINC",1970-01-01,2099-12-31,NA
"D4421016",42346973,"EDI","Immunoglobulin light chains.lambda.free [Mass/volume] in Urine; 림프종/형질세포종-[정밀면역검사](정량)-유리경쇄_람다(요), 진단검사의학과전문의 등 판독",3037043,"LOINC",1970-01-01,2099-12-31,NA
"D4421026",42346897,"EDI","Immunoglobulin light chains.lambda.free [Mass/volume] in Serum or Plasma; 림프종/형질세포종-[정밀면역검사](정량)-유리경쇄_람다(혈청), 진단검사의학과전문의 등 판독",3047169,"LOINC",2003-04-23,2099-12-31,NA
"D4421046",42347130,"EDI","Immunoglobulin light chains.kappa.free [Mass/volume] in Serum; 림프종/형질세포종-[정밀면역검사](정량)-유리경쇄_카파(혈청), 진단검사의학과전문의 등 판독",3034860,"LOINC",2004-05-11,2099-12-31,NA
"D4441",42363258,"EDI","Serotonin [Mass/volume] in Blood; 세로토닌-[정밀면역검사](정량), NA",3022563,"LOINC",1970-01-01,2099-12-31,NA
"D4441",42363258,"EDI","Serotonin [Mass/volume] in Serum; 세로토닌-[정밀면역검사](정량), NA",3033625,"LOINC",1970-01-01,2099-12-31,NA
"D4442",42364352,"EDI","Serotonin [Mass/volume] in Blood; 세로토닌-[정밀분광-질량분석](정량), NA",3022563,"LOINC",1970-01-01,2099-12-31,NA
"D4442",42364352,"EDI","Serotonin [Mass/volume] in Serum; 세로토닌-[정밀분광-질량분석](정량), NA",3033625,"LOINC",1970-01-01,2099-12-31,NA
"D4470",42365352,"EDI","Chromogranin A [Mass/volume] in Serum or Plasma; 크로모그라닌 에이[정밀면역검사], NA",3006407,"LOINC",1970-01-01,2099-12-31,NA
"D4700010",42362758,"EDI","Ceruloplasmin [Mass/volume] in Serum or Plasma; 특수미량단백[정밀면역검사]-세롤로프라즈민, NA",3022756,"LOINC",1970-01-01,2099-12-31,NA
"D4700020",42365998,"EDI","Alpha 1 antitrypsin [Mass/mass] in Stool; 특수미량단백[정밀면역검사]-알파1-항트립신, NA",3003101,"LOINC",1970-01-01,2099-12-31,NA
"D4700020",42365998,"EDI","Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma by Nephelometry; 특수미량단백[정밀면역검사]-알파1-항트립신, NA",3001127,"LOINC",1970-01-01,2099-12-31,NA
"D4700020",42365998,"EDI","Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma; 특수미량단백[정밀면역검사]-알파1-항트립신, NA",3026285,"LOINC",1970-01-01,2099-12-31,NA
"D4700030",42366121,"EDI","Haptoglobin [Mass/volume] in Serum or Plasma; 특수미량단백[정밀면역검사]-합토글로빈, NA",3012336,"LOINC",1970-01-01,2099-12-31,NA
"D4710010",42360227,"EDI","Transferrin [Mass/volume] in Serum or Plasma; 영양표지자[정밀면역검사]_트랜스페린, NA",3004789,"LOINC",1970-01-01,2099-12-31,NA
"D4710020",42363443,"EDI","Albumin measurement; 영양표지자[정밀면역검사]_프리알부민, NA",4097664,"SNOMED",1970-01-01,2099-12-31,NA
"D4710020",42363443,"EDI","Prealbumin [Mass/volume] in Serum or Plasma by Immunoassay; 영양표지자[정밀면역검사]_프리알부민, NA",3017925,"LOINC",1970-01-01,2099-12-31,NA
"D4731016",42347189,"EDI","Albumin [Mass/volume] in Serum or Plasma by Electrophoresis; 단백분획[분획분석]-일반_단백분획측정(혈청), 진단검사의학과전문의 등 판독",3028286,"LOINC",1970-01-01,2099-12-31,NA
"D4731016",42347189,"EDI","Alpha 1 globulin [Mass/volume] in Serum or Plasma by Electrophoresis; 단백분획[분획분석]-일반_단백분획측정(혈청), 진단검사의학과전문의 등 판독",3015322,"LOINC",1970-01-01,2099-12-31,NA
