EDI_concept_code,제품명_x,규격,대분류군코드,대분류군명,대분류코드,대분류코드명,중분류코드,중분류명,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate
J6001021,ZIPWIRE HYDROPHILIC GUIDEWIRE,200CM미만,J,중재적 시술용 군,J6,GUIDE WIRE 류,106006,ANGIO-GUIDE WIRE (200CM미만),0.523159146,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6001074,SURF GUIDE WIRE,200CM미만,J,중재적 시술용 군,J6,GUIDE WIRE 류,106006,ANGIO-GUIDE WIRE (200CM미만),0.719895065,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6001090,PLIANT GUIDE WIRE,200CM미만,J,중재적 시술용 군,J6,GUIDE WIRE 류,106006,ANGIO-GUIDE WIRE (200CM미만),0.769278705,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6001102,STRAIGHT BENTSON GUIDE WIRE,200CM미만,J,중재적 시술용 군,J6,GUIDE WIRE 류,106006,ANGIO-GUIDE WIRE (200CM미만),0.59000206,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6001402,ROADRUNNER UNIGLIDE HYDROPHILIC WIRE GUIDE,200CM미만,J,중재적 시술용 군,J6,GUIDE WIRE 류,106006,ANGIO-GUIDE WIRE (200CM미만),0.437405139,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6002005,GUIDE WIRE FOR ANGIOGRAPY,200CM이상,J,중재적 시술용 군,J6,GUIDE WIRE 류,105032,ANGIO-GUIDE WIRE (200CM이상),0.645417273,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6002014,J.S ANGIO GUIDE WIRE,200CM이상,J,중재적 시술용 군,J6,GUIDE WIRE 류,105032,ANGIO-GUIDE WIRE (200CM이상),0.514103293,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011002,GUIDE WIRE COPE MANDRIL,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.719380856,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011004,GUIDE WIRE PLATINUM MANDRIL,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.661533296,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011014,WIRE HAIR,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.698631942,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011015,MINI ACCESS GUIDE WIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.641704559,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011020,MAX-T NITINOL TIP HAIRWIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.322010458,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011022,COPE MADRIL WIRE GUIDE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.602827728,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011030,MINI ACCESS KIT HAIR WIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.401976049,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011085,NITINOL WIRE WITH PLATINUM TIP,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.19169265,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011114,SLIM WIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.597437739,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011115,3S ACCESS GUIDEWIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.678839266,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6011214,MICRO WIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106007,HAIR WIRE,0.623189747,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6013001,AMPLATZ SUPER STIFF GUIDE WIRE,200CM이하 전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106004,ANGIO EXTRA-SUPPORT GUIDE WIRE (200CM미만),0.49618718,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6014002,AMPLATZ EXTRA STIFF GUIDE WIRE,201CM이상 전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106005,ANGIO EXTRA-SUPPORT GUIDE WIRE (200CM이상),0.494552165,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6014012,ROSEN CURVED SAFE-T-J GUIDE WIRE,201CM이상 전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106005,ANGIO EXTRA-SUPPORT GUIDE WIRE (200CM이상),0.39136982,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6014102,LUNDERQUIST WIRE GUIDES,201CM이상 전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106005,ANGIO EXTRA-SUPPORT GUIDE WIRE (200CM이상),0.499254107,4030449,Catheter guide wire,SNOMED,Device,S,3,1,Physical Object,129462001,19700101,20991231
J6061017,GAIA GUIDE WIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106017,"소화기(담췌관 포함), 기관지 성형술용 내시경하 GUIDE WIRE",0.733000577,45762157,"Endotherapy guidewire, single-use",SNOMED,Device,S,0,1,Physical Object,468636009,20150131,20991231
J6061019,OPTIMOS GUIDE WIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106017,"소화기(담췌관 포함), 기관지 성형술용 내시경하 GUIDE WIRE",0.681480885,45762157,"Endotherapy guidewire, single-use",SNOMED,Device,S,0,1,Physical Object,468636009,20150131,20991231
J6061022,TRACER HYBRID GUIDE WIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106017,"소화기(담췌관 포함), 기관지 성형술용 내시경하 GUIDE WIRE",0.614301503,45762157,"Endotherapy guidewire, single-use",SNOMED,Device,S,0,1,Physical Object,468636009,20150131,20991231
J6061041,HYDRA-JAGWIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106017,"소화기(담췌관 포함), 기관지 성형술용 내시경하 GUIDE WIRE",0.324947417,45762157,"Endotherapy guidewire, single-use",SNOMED,Device,S,0,1,Physical Object,468636009,20150131,20991231
J6061042,METRO TRACER GUIDE WIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106017,"소화기(담췌관 포함), 기관지 성형술용 내시경하 GUIDE WIRE",0.688829958,45762157,"Endotherapy guidewire, single-use",SNOMED,Device,S,0,1,Physical Object,468636009,20150131,20991231
J6061101,VISIGLIDE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106017,"소화기(담췌관 포함), 기관지 성형술용 내시경하 GUIDE WIRE",0.263211191,45762157,"Endotherapy guidewire, single-use",SNOMED,Device,S,0,1,Physical Object,468636009,20150131,20991231
J6081066,PRESSURE WIRE,전규격,J,중재적 시술용 군,J6,GUIDE WIRE 류,106012,관상동맥내 압력측정용,0.721688569,4160627,Intracoronary pressure guide wire,SNOMED,Device,S,0,1,Physical Object,371789009,19700101,20991231
J7001004,ANYNAVY NEEDLE SET,전규격,J,중재적 시술용 군,J7,PORT NEEDLE 류,106014,피하매몰정맥포트용 약물 주입용,0.491705745,45759984,Subcutaneous injection/infusion port needle,SNOMED,Device,S,0,1,Physical Object,465504007,20150131,20991231
J7001006,INNO-SIGMA PORT ACCESS INFUSION SET,전규격,J,중재적 시술용 군,J7,PORT NEEDLE 류,106014,피하매몰정맥포트용 약물 주입용,0.315832853,45759984,Subcutaneous injection/infusion port needle,SNOMED,Device,S,0,1,Physical Object,465504007,20150131,20991231
J7001007,SURECAN SAFETY II,전규격,J,중재적 시술용 군,J7,PORT NEEDLE 류,106014,피하매몰정맥포트용 약물 주입용,0.596994758,45759984,Subcutaneous injection/infusion port needle,SNOMED,Device,S,0,1,Physical Object,465504007,20150131,20991231
J7001011,CHEMO NEEDLE SET,전규격,J,중재적 시술용 군,J7,PORT NEEDLE 류,106014,피하매몰정맥포트용 약물 주입용,0.632979631,45759984,Subcutaneous injection/infusion port needle,SNOMED,Device,S,0,1,Physical Object,465504007,20150131,20991231
J7001012,HUBER EXTENSION SET DISTRICATH,전규격,J,중재적 시술용 군,J7,PORT NEEDLE 류,106014,피하매몰정맥포트용 약물 주입용,0.442773253,45759984,Subcutaneous injection/infusion port needle,SNOMED,Device,S,0,1,Physical Object,465504007,20150131,20991231
J7001036,HUBSITE NEEDLE,전규격,J,중재적 시술용 군,J7,PORT NEEDLE 류,106014,피하매몰정맥포트용 약물 주입용,0.646766007,45759984,Subcutaneous injection/infusion port needle,SNOMED,Device,S,0,1,Physical Object,465504007,20150131,20991231
J7001109,GRIPPER PLUS POWER P.A.C,전규격,J,중재적 시술용 군,J7,PORT NEEDLE 류,106014,피하매몰정맥포트용 약물 주입용,0.30802685,45759984,Subcutaneous injection/infusion port needle,SNOMED,Device,S,0,1,Physical Object,465504007,20150131,20991231
J7001110,SAFESTEP HUBER NEEDLE SET,전규격,J,중재적 시술용 군,J7,PORT NEEDLE 류,106014,피하매몰정맥포트용 약물 주입용,0.451424539,45759984,Subcutaneous injection/infusion port needle,SNOMED,Device,S,0,1,Physical Object,465504007,20150131,20991231
J8212004,HANARO BILIARY SPIRAL STENT,전규격,J,중재적 시술용 군,J8,확장용 풍선카테터 & STENT 류,108015,BILIARY METAL STENT,0.657012582,45764662,Bare-metal biliary stent,SNOMED,Device,S,0,2,Physical Object,701398005,20150131,20991231
K0001008,UNILECT,전규격,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110001,심전도검사용 재료,0.420867145,45762072,"Electrocardiographic electrode, single-use",SNOMED,Device,S,0,1,Physical Object,468513008,20150131,20991231
K0001012,ARBO ELECTRODE,전규격,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110001,심전도검사용 재료,0.639326036,45762072,"Electrocardiographic electrode, single-use",SNOMED,Device,S,0,1,Physical Object,468513008,20150131,20991231
K0001014,BIOLECT-10,전규격,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110001,심전도검사용 재료,0.29790172,45762072,"Electrocardiographic electrode, single-use",SNOMED,Device,S,0,1,Physical Object,468513008,20150131,20991231
K0001017,E-TACT,전규격,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110001,심전도검사용 재료,0.359930664,45762072,"Electrocardiographic electrode, single-use",SNOMED,Device,S,0,1,Physical Object,468513008,20150131,20991231
K0001019,VITRODE L,전규격,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110001,심전도검사용 재료,0.462069362,45762072,"Electrocardiographic electrode, single-use",SNOMED,Device,S,0,1,Physical Object,468513008,20150131,20991231
K0001050,MEDICO EKG ELECTRODE,전규격,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110001,심전도검사용 재료,0.459711462,45762072,"Electrocardiographic electrode, single-use",SNOMED,Device,S,0,1,Physical Object,468513008,20150131,20991231
K0001330,BLUE SENSOR,전규격,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110001,심전도검사용 재료,0.450639009,45762072,"Electrocardiographic electrode, single-use",SNOMED,Device,S,0,1,Physical Object,468513008,20150131,20991231
K0002015,EDGE SYSTEM ELECTRODES WITH QUIK-COMBO CONNECTOR,전규격 (2개/PACK),K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110002,DEFIBRILLATION ELECTRODE,0.354767293,45768099,External defibrillator electrode,SNOMED,Device,S,7,1,Physical Object,705940000,20150131,20991231
K0002016,MULTI FUNCTION ELECTRODE,2개/PACK,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110002,DEFIBRILLATION ELECTRODE,0.567309916,45768099,External defibrillator electrode,SNOMED,Device,S,7,1,Physical Object,705940000,20150131,20991231
K0002018,DEFIBRILLATION ELECTRODE PED,전규격 (2개/PACK),K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110002,DEFIBRILLATION ELECTRODE,0.829402626,45768099,External defibrillator electrode,SNOMED,Device,S,7,1,Physical Object,705940000,20150131,20991231
K0002118,DEFIBRILLATION ELECTRODE ADULT,전규격 (2개/PACK),K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110002,DEFIBRILLATION ELECTRODE,0.78648752,45768099,External defibrillator electrode,SNOMED,Device,S,7,1,Physical Object,705940000,20150131,20991231
K0401002,PRO-NEO,전규격,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110011,신생아전용 심전도전극 (LEAD WIRE 일체형),0.674854636,45758427,Neonatal electrocardiographic electrode,SNOMED,Device,S,0,1,Physical Object,463118008,20150131,20991231
K0401010,LEAD WIRE ELECTRODE,전규격,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110011,신생아전용 심전도전극 (LEAD WIRE 일체형),0.571198106,45758427,Neonatal electrocardiographic electrode,SNOMED,Device,S,0,1,Physical Object,463118008,20150131,20991231
K0401011,NEOTRODE AND NEOTRODE Ⅱ CONDUCTIVE ADHESIVE GEL W/LEADWIRE,전규격,K,일반재료 군(Ⅰ),K0,ELECTRODE & EKG 재료 류,110011,신생아전용 심전도전극 (LEAD WIRE 일체형),0.434483558,45758427,Neonatal electrocardiographic electrode,SNOMED,Device,S,0,1,Physical Object,463118008,20150131,20991231
K0501055,BIOSENSOR,전규격,H,신경외과용 군,H4,뇌신경생리 측정 류,84040,비침습적 대뇌피질 산소포화도 감시용,0.485614687,45761274,Cerebral oximeter sensor,SNOMED,Device,S,0,1,Physical Object,467326008,20150131,20991231
K0501065,SOMASENSOR,전규격,H,신경외과용 군,H4,뇌신경생리 측정 류,84040,비침습적 대뇌피질 산소포화도 감시용,0.525978565,45761274,Cerebral oximeter sensor,SNOMED,Device,S,0,1,Physical Object,467326008,20150131,20991231
K2011003,맘모필름,18CM X 24CM,K,일반재료 군(Ⅰ),K2,FILM 류,112002,MAMMO FILM (18cm X 24cm),0,45764303,"Medical x-ray film, non-screen",SNOMED,Device,S,0,1,Physical Object,700948005,20150131,20991231
K2011011,MIN-R S,18CM X 24CM,K,일반재료 군(Ⅰ),K2,FILM 류,112002,MAMMO FILM (18cm X 24cm),0.375440598,45764303,"Medical x-ray film, non-screen",SNOMED,Device,S,0,1,Physical Object,700948005,20150131,20991231
K2021001,레이저필름,14 X 17,K,일반재료 군(Ⅰ),K2,FILM 류,112004,습식LASER FILM (14 X 17),0,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K2031001,C-T 필름,14 X 17,K,일반재료 군(Ⅰ),K2,FILM 류,112014,CT FILM (14 X 17),0.428026825,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K2051004,FILM,14 X 36,K,일반재료 군(Ⅰ),K2,FILM 류,112017,일반필름 (14 X 36),0.526761055,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K2053008,방사선필름,14 X 17,K,일반재료 군(Ⅰ),K2,FILM 류,112018,일반필름 (14 X 17),0,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K2055011,RETINA XOE FILM,11 X 14,K,일반재료 군(Ⅰ),K2,FILM 류,112020,일반필름 (11 X 14),0.248327434,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K2061003,파노라마 필름,전규격,K,일반재료 군(Ⅰ),K2,FILM 류,112027,치과용필름 (파노라마),0,45762280,"Dental x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,468827008,20150131,20991231
K2062001,표준필름,전규격,K,일반재료 군(Ⅰ),K2,FILM 류,112029,치과용필름 (표준),0,45762280,"Dental x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,468827008,20150131,20991231
K2110001,EC-L FILM,14 X 17,K,일반재료 군(Ⅰ),K2,FILM 류,112025,ONCOLOGY용 FILM,0.2053653,45768234,Medical x-ray film,SNOMED,Device,S,2,1,Physical Object,706247001,20150131,20991231
K2121003,DRY LASER FILM:DI-AL,14 X 17,K,일반재료 군(Ⅰ),K2,FILM 류,112008,건식LASER FILM (14 X 17),0.176669851,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K2121013,DRY FILM : DI-AT,14 X 17,K,일반재료 군(Ⅰ),K2,FILM 류,112008,건식LASER FILM (14 X 17),0.261982143,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K2121014,"MEDICAL IMAGING FILM, SD-Q",14 X 17,K,일반재료 군(Ⅰ),K2,FILM 류,112008,건식LASER FILM (14 X 17),0.31303519,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K2125002,DRYSTAR TM1 B/C,8 X 10,K,일반재료 군(Ⅰ),K2,FILM 류,112013,건식LASER FILM (8 X 10),0.249472901,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K2126001,DRY LASER FILM:DVB/DVE,10 X 12,K,일반재료 군(Ⅰ),K2,FILM 류,112012,건식LASER FILM (10 X 12),0.163812116,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K2126013,DRY LASER FILM : DI-HT,10 X 12,K,일반재료 군(Ⅰ),K2,FILM 류,112012,건식LASER FILM (10 X 12),0.201534033,45764304,"Medical x-ray film, screen",SNOMED,Device,S,0,1,Physical Object,700949002,20150131,20991231
K3006002,THORACIC CATHETER (CHEST TUBE),"STRAIGHT, ANGLE TYPE",K,일반재료 군(Ⅰ),K3,지속적 배액용 류,113008,"CHEST TUBE - STRAIGHT, ANGLE TYPE",0.296115816,4121351,Chest drain,SNOMED,Device,S,2,3,Physical Object,258643002,19700101,20991231
K3007111,THORACIC CATHER (CHEST TUBE),TROCAR,K,일반재료 군(Ⅰ),K3,지속적 배액용 류,113009,CHEST TUBE - TROCAR TYPE,0.473210424,4121351,Chest drain,SNOMED,Device,S,2,3,Physical Object,258643002,19700101,20991231
K3100003,URINE BAG,전규격,K,일반재료 군(Ⅰ),K3,지속적 배액용 류,113005,URINE BAG,0.700103104,45764879,"Closed-ended non-wearable urine collection bag, sterile",SNOMED,Device,S,0,1,Physical Object,701671000,20150131,20991231
K3101006,URINE HOURLY BAG,전규격,K,일반재료 군(Ⅰ),K3,지속적 배액용 류,113006,URINE HOURLY BAG,0.278895617,45764879,"Closed-ended non-wearable urine collection bag, sterile",SNOMED,Device,S,0,1,Physical Object,701671000,20150131,20991231
K3101021,UNOMETER 500,전규격,K,일반재료 군(Ⅰ),K3,지속적 배액용 류,113006,URINE HOURLY BAG,0.54437089,45764879,"Closed-ended non-wearable urine collection bag, sterile",SNOMED,Device,S,0,1,Physical Object,701671000,20150131,20991231
K3200016,BILE BAG,400 CC,K,일반재료 군(Ⅰ),K3,지속적 배액용 류,113004,BILE BAG,0.647865653,4222465,Bile collection bag,SNOMED,Device,S,0,2,Physical Object,8407004,19700101,20991231
K4001027,RUSCH ENDOTRACHEAL TUBE CUFFED,전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114001,ENDOTRACHEAL TUBE STANDARD CUFF TYPE,0.830547631,45761087,"Basic endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,467053003,20150131,20991231
K4021001,ENDOTRACHEAL TUBE CLEAR PROFILE CUFFED,전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114001,ENDOTRACHEAL TUBE STANDARD CUFF TYPE,0.807283998,45761087,"Basic endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,467053003,20150131,20991231
K4021023,SHERIDAN/HVT TRACHEAL TUBE,전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114026,ENDOTRACHEAL TUBE STANDARD CUFF TYPE(TAPER-SHAPED CUFF),0.389200091,45761087,"Basic endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,467053003,20150131,20991231
K4021110,ENDOTRACHEAL TUBE WITH CUFF,전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114001,ENDOTRACHEAL TUBE STANDARD CUFF TYPE,0.903489113,45761087,"Basic endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,467053003,20150131,20991231
K4021131,ENDOTRACHEAL TUBES CUFF,전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114001,ENDOTRACHEAL TUBE STANDARD CUFF TYPE,0.900565088,45761087,"Basic endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,467053003,20150131,20991231
K4021213,SHERIDAN SPIRAL-FLEX REINFORCED TRACHEAL TUBE CUFFED,전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114003,ENDOTRACHEAL TUBE REINFORCED CUFF TYPE,0.553406894,45760405,"Reinforced endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,466110008,20150131,20991231
K4022002,ENDOTRACHEAL TUBE WITHOUT CUFF,전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114002,ENDOTRACHEAL TUBE STANDARD UNCUFF TYPE,0.854701459,45761087,"Basic endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,467053003,20150131,20991231
K4041007,ENDOTRACHEAL TUBES REINFORCED(ENDOSOFT-PLUS),CUFF 전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114003,ENDOTRACHEAL TUBE REINFORCED CUFF TYPE,0.54966563,45760405,"Reinforced endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,466110008,20150131,20991231
K4041027,"ARMOURED TRACHEAL TUBE WITH CUFF, MURPHY EYE",전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114003,ENDOTRACHEAL TUBE REINFORCED CUFF TYPE,0.626803339,45760405,"Reinforced endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,466110008,20150131,20991231
K4041031,ENDOTRACHEAL TUBE REINFORCED CUFFED TYPE,전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114003,ENDOTRACHEAL TUBE REINFORCED CUFF TYPE,0.715183914,45760405,"Reinforced endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,466110008,20150131,20991231
K4041131,SAFETY-FLEX REINFORCED TRACHEAL TUBE(CUFFED TYPE),전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114003,ENDOTRACHEAL TUBE REINFORCED CUFF TYPE,0.422268003,45760405,"Reinforced endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,466110008,20150131,20991231
K4051004,ENDOTRACHEAL TUBE WIRE REINFORCED SILICONE,WITH CUFF,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114003,ENDOTRACHEAL TUBE REINFORCED CUFF TYPE,0.768533707,45760405,"Reinforced endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,466110008,20150131,20991231
K4051005,ENDOTRACHEAL TUBE ALL SILICONE WIRE REINFORCED,CUFFED,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114003,ENDOTRACHEAL TUBE REINFORCED CUFF TYPE,0.736136377,45760405,"Reinforced endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,466110008,20150131,20991231
K4052004,ENDOTRACHEAL TUBE WIRE REINFORCEDSILICONE,UNCUFF 전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114004,ENDOTRACHEAL TUBE REINFORCED UNCUFF TYPE,0.699118316,45760405,"Reinforced endotracheal tube, single-use",SNOMED,Device,S,0,1,Physical Object,466110008,20150131,20991231
K4061002,"ENDOTRACHEAL TUBE RAE, NASAL",전규격,K,일반재료 군(Ⅰ),K4,기관내 삽입관 류,114005,ENDOTRACHEAL TUBE PREFORMED NASAL CUFF TYPE,0.755783677,4148970,Nasal RAE endotracheal tube,SNOMED,Device,S,0,1,Physical Object,309805001,19700101,20991231
K4101013,CLOSED SUCTION CATHETER,전규격,S,선별급여 품목 군,S0,선별급여류,250073,흡인용 카테타 (CLOSED SUCTION CATHETER),0.829580903,4129642,Closed-circuit suction catheter,SNOMED,Device,S,0,1,Physical Object,260999003,19700101,20991231
K4101018,SUCTION TUBE & CATHETER,전규격,S,선별급여 품목 군,S0,선별급여류,250073,흡인용 카테타 (CLOSED SUCTION CATHETER),0.557150483,4129642,Closed-circuit suction catheter,SNOMED,Device,S,0,1,Physical Object,260999003,19700101,20991231
K4101021,CLOSED SUCTION CATHETER ,전규격,S,선별급여 품목 군,S0,선별급여류,250073,흡인용 카테타 (CLOSED SUCTION CATHETER),0.819592953,4129642,Closed-circuit suction catheter,SNOMED,Device,S,0,1,Physical Object,260999003,19700101,20991231
K4101036,CLOSED SUCTION SYSTEMS,전규격,S,선별급여 품목 군,S0,선별급여류,250073,흡인용 카테타 (CLOSED SUCTION CATHETER),0.744210243,4129642,Closed-circuit suction catheter,SNOMED,Device,S,0,1,Physical Object,260999003,19700101,20991231
K4101036,CLOSED SUCTION SYSTEMS,전규격,S,선별급여 품목 군,S0,선별급여류,250073,흡인용 카테타 (CLOSED SUCTION CATHETER),0.744210243,4129642,Closed-circuit suction catheter,SNOMED,Device,S,0,1,Physical Object,260999003,19700101,20991231
K4101036,KIMBERLY-CLARK TRACH CARE CATHETER,전규격,S,선별급여 품목 군,S0,선별급여류,250073,흡인용 카테타 (CLOSED SUCTION CATHETER),0.280034631,4129642,Closed-circuit suction catheter,SNOMED,Device,S,0,1,Physical Object,260999003,19700101,20991231
K4101036,KIMBERLY-CLARK TRACH CARE CATHETER,전규격,S,선별급여 품목 군,S0,선별급여류,250073,흡인용 카테타 (CLOSED SUCTION CATHETER),0.280034631,4129642,Closed-circuit suction catheter,SNOMED,Device,S,0,1,Physical Object,260999003,19700101,20991231
K4101042,UNI CLOSED SUCTION CATHETER,전규격,S,선별급여 품목 군,S0,선별급여류,250073,흡인용 카테타 (CLOSED SUCTION CATHETER),0.705440998,4129642,Closed-circuit suction catheter,SNOMED,Device,S,0,1,Physical Object,260999003,19700101,20991231
K4101048,흡인용튜브·카테터,전규격,S,선별급여 품목 군,S0,선별급여류,250073,흡인용 카테타 (CLOSED SUCTION CATHETER),0,4129642,Closed-circuit suction catheter,SNOMED,Device,S,0,1,Physical Object,260999003,19700101,20991231
K4101631,TUOREN CLOSED SUCTION CATHETER, 전규격 ,S,선별급여 품목 군,S0,선별급여류,250073,흡인용 카테타 (CLOSED SUCTION CATHETER),0.647553205,4129642,Closed-circuit suction catheter,SNOMED,Device,S,0,1,Physical Object,260999003,19700101,20991231
