source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date
M6710,42363054,Korean EDI,Transjugular Intrahepatic Portocaval Shunt; 경경정맥간내문맥정맥단락술[유도료별도산정],4052390,SNOMED,1970-01-01,2099-12-31
M6730,42358323,Korean EDI,Percutaneous Gastrostomy; 경피적위루술,4122234,SNOMED,1970-01-01,2099-12-31
M6750,42358066,Korean EDI,Percutaneous Drainage Catheter Exchange; 경피적배액관교환술,4239327,SNOMED,1970-01-01,2099-12-31
M6793,42358086,Korean EDI,Percutaneous Nasolacrimal Duct Dilatation With Stent; 경피적비루관확장술-스텐트에의한것,4170890,SNOMED,1970-01-01,2099-12-31
M6800,42349134,Korean EDI,Localization of Nonpalpable Breast Mass; 비촉지유방종양침위치결정술[유도료별도산정],4034161,SNOMED,1970-01-01,2099-12-31
M6830,42366298,Korean EDI,"Percutaneous Enterostomy; 경피적장루술[공장루,맹장루포함][유도료별도산정]",4314436,SNOMED,1970-01-01,2099-12-31
M6890,42361400,Korean EDI,Percutaneous Radiofrequency Ablation - Renal Cancer; 경피적 고주파열치료술 [유도료 별도 산정]-신장암,4143527,SNOMED,1970-01-01,2099-12-31
M6900,42362487,Korean EDI,Percutaneous Radiofrequency Ablation - Lung Cancer; 경피적 고주파열치료술 [유도료 별도 산정]-폐암,4143832,SNOMED,1970-01-01,2099-12-31
N0011,42359415,Korean EDI,"Burn Dressing Including Hand,Foot,Finger or Toe,Face,Neck,Genitalia; 화상처치-9%이하의범위[수족지,안면,경부,성기를 포함하는경우]",4233678,SNOMED,1970-01-01,2099-12-31
N0041,42362370,Korean EDI,"Escharectomy[9% Under]-Hand, Foot, Finger or Toe; 화상의가피절제술-9%이하의범위[수.족,지에준하는범위]",4157529,SNOMED,1970-01-01,2099-12-31
N0042,42362140,Korean EDI,"Escharectomy[9% Under]-Upper Extremity, Half of Lower Extremity, Head, Neck or Face; 화상의가피절제술-9%이하의범위[상지대부분,하지의반or두부,경부,안면의대부분에준하는범위]",4157529,SNOMED,1970-01-01,2099-12-31
N0043,42365542,Korean EDI,"Escharectomy[10~18%]-One Lower Extremity, Abdomen or Back; 화상의가피절제술-10~18%의범위[하지의1지,복부또는배부에준하는범위]",4157529,SNOMED,1970-01-01,2099-12-31
N0053,42365297,Korean EDI,"Burn Dressing(Scald,Flame,Frostbite,Chemical Burn Etc)[10~18%]-One Lower Extremity, Abdomen or Back; 화상처치-열탕,화염,동상,화학화상등의경우-하지의1지,복부또는배부에준하는범위[10%~18%의범위]",4233678,SNOMED,1970-01-01,2099-12-31
N0054,42365795,Korean EDI,"Burn Dressing(Scald,Flame,Frostbite,Chemical Burn Etc)[19~36%]-Both Lower Extremities or Trunk; 화상처치-열탕,화염,동상,화학화상등의경우-양하지또는동체(복부및배부)에준하는범위[19%~36%의범위]",4233678,SNOMED,1970-01-01,2099-12-31
N0057,42363239,Korean EDI,"Electrical Burn Dressing With Injury of Muscle, Skeletal or Tendon; 화상처치-전기화상의 경우(근육,골격,인대의 손상이 포함된 경우)",4233678,SNOMED,1970-01-01,2099-12-31
N0091,42364017,Korean EDI,Intralesional Injection-25㎠ Below; 병변내주입요법-25㎠미만,4100330,SNOMED,1970-01-01,2099-12-31
N0092,42330362,Korean EDI,Intralesional Injection-25㎠ Over; 병변내주입요법-25㎠이상,4100330,SNOMED,1970-01-01,2099-12-31
N0111,42362820,Korean EDI,Dermabrasion-25㎠ Below; 박피술[종양치료에 한함]-25㎠미만,4291158,SNOMED,1970-01-01,2099-12-31
N0112,42361787,Korean EDI,Dermabrasion-25㎠ Over; 박피술[종양치료에 한함]-25㎠이상,4291158,SNOMED,1970-01-01,2099-12-31
N0144,42363389,Korean EDI,"Removal of Pressure Corn(Excision Including Deep Muscle Layer); 티눈제거술(절제,근층심부포함)",4041850,SNOMED,1970-01-01,2099-12-31
N0151,42359995,Korean EDI,Wide Excision of Skin Malignant Tumor; 피부악성종양적출술(광역수술),4201230,SNOMED,1970-01-01,2099-12-31
N0153,42364014,Korean EDI,Mohs Micrographicsurgery; 피부악성종양적출술(모즈미세도식수술),4167550,SNOMED,1970-01-01,2099-12-31
N0170,42362836,Korean EDI,Split Thickness Skin Graft-Others(900㎠ Over); 부분층피부이식술-기타(900㎠이상),4143658,SNOMED,1970-01-01,2099-12-31
N0233,42365613,Korean EDI,"Removal of Subcutaneous Benign Tumor; 연부조직종양적출술(지방종,혈관종,섬유종,거대세포종,화골성근염등)-피하양성종양",4183558,SNOMED,1970-01-01,2099-12-31
N0234,42359372,Korean EDI,"Removal of Subfascial or Intramuscular Benign Tumor; 연부조직종양적출술(지방종,혈관종,섬유종,거대세포종,화골성근염등)-근막하또는근육내양성종양",4167978,SNOMED,1970-01-01,2099-12-31
N0241,42362465,Korean EDI,Release of Scar Contracture; 반흔구축성형술(운동제한이있는것),4103283,SNOMED,1970-01-01,2099-12-31
N0249,42363635,Korean EDI,Release of Scar Contracture And Flap Operation; 반흔구축성형술및국소피판술[운동제한이있는것],4073110,SNOMED,1970-01-01,2099-12-31
N0252,42358843,Korean EDI,Operation of Polydactyly(Others); 다지증수술(기타),4267421,SNOMED,1970-01-01,2099-12-31
N0260,42359309,Korean EDI,Operation of Syndactyly; 지유착증수술,4078366,SNOMED,1970-01-01,2099-12-31
N0270,42360158,Korean EDI,Epiphysiodesis[Including Stapling]; 골성장판성장억제술[스태플링 포함],4068994,SNOMED,1970-01-01,2099-12-31
N0281,42358294,Korean EDI,"Curettage or Excision of Benign Bone Tumor[Pelvis,Femur,Tibia]; 양성골종양의 소파술 또는 절제술(골반골,대퇴골,하퇴골)",4003708,SNOMED,1970-01-01,2099-12-31
N0302,42359661,Korean EDI,Osteotomy[Upper And Lower Extremity]; 절골술[상하지],4305752,SNOMED,1970-01-01,2099-12-31
N0312,42364034,Korean EDI,Bone Graft; 골이식술,4214028,SNOMED,1970-01-01,2099-12-31
N0324,42356841,Korean EDI,"Burr Hole or Trephination For Others; 천두술(기타의것[도관,reservoir,ICP monitor 삽입 등])",4285891,SNOMED,1970-01-01,2099-12-31
N0353,42359040,Korean EDI,Closed Reduction of Nasal Bone Fracture; 비골골절 비관혈적정복술,4097890,SNOMED,1970-01-01,2099-12-31
N0354,42362094,Korean EDI,Open Reduction of Nasal Fracture; 비골골절 관혈적정복술,4264828,SNOMED,1970-01-01,2099-12-31
N0391,42362245,Korean EDI,Partial Maxillectomy; 상악골부분절제술,4075890,SNOMED,1970-01-01,2099-12-31
N0392,42362678,Korean EDI,Total Maxillectomy; 상악골전적출술,4072543,SNOMED,1970-01-01,2099-12-31
N0411,42358009,Korean EDI,Reconstruction of Mandible; 하악골재건술,4228824,SNOMED,1970-01-01,2099-12-31
N0421,42357433,Korean EDI,Partial Mandibulectomy; 하악골부분절제술,4216307,SNOMED,1970-01-01,2099-12-31
N0422,42360460,Korean EDI,Hemimandibulectomy; 하악골반측절제술,4272634,SNOMED,1970-01-01,2099-12-31
N0424,42363172,Korean EDI,Mandibular Distraction Osteogenesis distractor removal; 악골내골신장기구제거술,4072550,SNOMED,1970-01-01,2099-12-31
N0428,42361622,Korean EDI,Coronoidectomy; 관상돌기절제술,4208847,SNOMED,1970-01-01,2099-12-31
N0435,42360846,Korean EDI,Resection of Malignant Tumor(Marginal Mandibulectomy); 하악골악성종양절제술[림프절청소포함]-하악골변연절제,4232091,SNOMED,2009-01-31,2099-12-31
N0473,42358631,Korean EDI,Percutaneous Balloon Kyphoplasty[Including Discography]; 경피적척추후굴풍선복원술[방사선료포함]-제1부위,4139039,SNOMED,1970-01-01,2099-12-31
N0475,42358718,Korean EDI,Percutaneous Sacroplasty[Including Discography]; 경피적천추성형술[방사선료포함],4328012,SNOMED,2009-01-31,2099-12-31
N0480,42361636,Korean EDI,Operation of Spina Bifida; 척추열수술,4077729,SNOMED,1970-01-01,2099-12-31
N0500,42365851,Korean EDI,Costotransversectomy; 늑골척추횡돌기절제술,4212633,SNOMED,1970-01-01,2099-12-31
N0531,42358291,Korean EDI,Closed Reduction of Rib Fracture; 늑골골절 비관혈적정복술,4233453,SNOMED,2009-01-31,2099-12-31
N0532,42357079,Korean EDI,Open Reduction of Rib Fracture; 늑골골절 관혈적정복술,4234766,SNOMED,2009-01-31,2099-12-31
N0542,42358420,Korean EDI,Excision of Others; 늑골절제술(기타의 늑골),4127484,SNOMED,1970-01-01,2099-12-31
N0561,42356852,Korean EDI,Disarticulation of Extremities[Interthoracoscapular]; 사지관절이단술[견갑흉곽간],4223824,SNOMED,1970-01-01,2099-12-31
N0562,42357018,Korean EDI,Disarticulation of Extremities[Hip]; 사지관절이단술[고관절],4242396,SNOMED,1970-01-01,2099-12-31
N0563,42356929,Korean EDI,Disarticulation of Extremities[Shoulder]; 사지관절이단술[견관절],4030398,SNOMED,1970-01-01,2099-12-31
N0564,42357097,Korean EDI,Disarticulation of Extremities[Knee]; 사지관절이단술[슬관절],4143795,SNOMED,1970-01-01,2099-12-31
N0572,42357804,Korean EDI,Amputation of Extremities[Thigh]; 사지절단술[대퇴],4195136,SNOMED,1970-01-01,2099-12-31
N0573,42357937,Korean EDI,"Amputation of Extremities[Upper Arm,Forearm,Lower Leg]; 사지절단술[상완,전완,하퇴]",4266202,SNOMED,1970-01-01,2099-12-31
N0587,42361447,Korean EDI,Replantation of Extremities[Four Extremities]; 사지접합수술[사지],4104655,SNOMED,1970-01-01,2099-12-31
N0630,42363012,Korean EDI,Closed Reduction of Fracture And/Or Dislocated Spine; 척추골절 및 탈구의 도수정복술,4077798,SNOMED,1970-01-01,2099-12-31
N0643,42362193,Korean EDI,Closed Reduction of Fractured Extremity[Forearm Bone]; 사지골절도수정복술[전완골],4079114,SNOMED,1970-01-01,2099-12-31
N0651,42364877,Korean EDI,Bone Traction(Skull); 골견인술(두개골),4035591,SNOMED,1970-01-01,2099-12-31
N0652,42361757,Korean EDI,Bone Traction(Four Extremities); 골견인술(사지골),4290250,SNOMED,1970-01-01,2099-12-31
N0653,42362605,Korean EDI,Bone Traction(Halovest); 골견인술(Halovest),4168549,SNOMED,1970-01-01,2099-12-31
N0660,42360722,Korean EDI,Shelf Operation; 구개 성형술,4185739,SNOMED,1970-01-01,2099-12-31
N0670,42359888,Korean EDI,Tibial Tuberclectomy; 경골결절절제술,4186318,SNOMED,1970-01-01,2099-12-31
N0692,42357728,Korean EDI,Autologous Chondrocyte Transplantation-Using Periosteum; 자가유래연골세포이식술-이식술-골막 이용,4135673,SNOMED,1970-01-01,2099-12-31
N0700,42357302,Korean EDI,Excision of Joint [Including Synovectomy]-Shoulder; 사지관절절제술[활막절제를포함]-견관절,4169245,SNOMED,1970-01-01,2099-12-31
N0701,42354732,Korean EDI,Excision of Joint[Including Synovectomy]-Hip; 사지관절절제술[활막절제를포함]-고관절,4321258,SNOMED,1970-01-01,2099-12-31
N0705,42357616,Korean EDI,Excision of Baker'S Cyst; Baker's Cyst 절제술,4265050,SNOMED,1970-01-01,2099-12-31
N0710,42357514,Korean EDI,Excision of Joint [Including Synovectomy]-Knee; 사지관절절제술[활막절제를포함]-슬관절,4197548,SNOMED,1970-01-01,2099-12-31
N0711,42362897,Korean EDI,Total Arthroplasty[Hip]; 인공관절치환술-전치환[고관절],4203771,SNOMED,1970-01-01,2099-12-31
N0715,42361271,Korean EDI,Hemiarthroplasty[Hip]; 인공관절치환술-부분치환술[고관절],4297365,SNOMED,1970-01-01,2099-12-31
N0719,42363386,Korean EDI,Substitution of TMJ; 악관절치환술[인공관절대치술],4118091,SNOMED,1970-01-01,2099-12-31
N0721,42277338,Korean EDI,Resection Arthroplasty[Hip]; 절제관절성형술[고관절],4034297,SNOMED,1970-01-01,2099-12-31
N0731,42363997,Korean EDI,Arthrodesis[Hip]; 관절고정술[고관절],4321450,SNOMED,1970-01-01,2099-12-31
N0735,42364914,Korean EDI,Arthrodesis- When triple arthrodesis is performed on the ankle joint; 관절고정술-족관절에 삼중관절고정술을 실시한 경우,4232831,SNOMED,1970-01-01,2099-12-31
N0738,42358706,Korean EDI,Arthrodesis-Shoulder; 관절고정술-견관절,4049658,SNOMED,1970-01-01,2099-12-31
N0739,42364859,Korean EDI,Arthrodesis-Knee; 관절고정술-슬관절,4167075,SNOMED,1970-01-01,2099-12-31
N0742,42361522,Korean EDI,Mandibular Condylectomy; 하악과두절제술,4217351,SNOMED,1970-01-01,2099-12-31
N0743,42358062,Korean EDI,TMJ Meniscoplasty; 악관절원반성형술,4034453,SNOMED,1970-01-01,2099-12-31
N0751,42362398,Korean EDI,Open Reduction of Dislocation[Hip]; 관절탈구 관혈적정복술(고관절),4294667,SNOMED,1970-01-01,2099-12-31
N0752,42365384,Korean EDI,Open Reduction of Dislocation[Shoulder]; 관절탈구 관혈적정복술(견관절),4217461,SNOMED,1970-01-01,2099-12-31
N0753,42361739,Korean EDI,Open Reduction of Dislocation[Elbow]; 관절탈구 관혈적정복술(주관절),4310395,SNOMED,1970-01-01,2099-12-31
N0754,42363615,Korean EDI,Open Reduction of Dislocation[Knee]; 관절탈구 관혈적정복술(슬관절),4136219,SNOMED,1970-01-01,2099-12-31
N0761,42356940,Korean EDI,Closed Reduction of Dislocation[Hip]; 관절탈구 도수정복술(고관절),4280680,SNOMED,1970-01-01,2099-12-31
N0762,42356337,Korean EDI,Closed Reduction of Dislocation[Shoulder]; 관절탈구 도수정복술(견관절),4311694,SNOMED,1970-01-01,2099-12-31
N0765,42357137,Korean EDI,Closed Reduction of Dislocation[Radial Head Subluxation]; 관절탈구 도수정복술(요골골두 아탈구),4328656,SNOMED,2009-01-31,2099-12-31
N0771,42358276,Korean EDI,Closed Reduction of TMJ Dislocation; 악관절탈구비관혈적정복술,4079945,SNOMED,1970-01-01,2099-12-31
N0772,42353323,Korean EDI,Open Reduction of TMJ Dislocation; 악관절탈구관혈적정복술,4259271,SNOMED,1970-01-01,2099-12-31
N0780,42365801,Korean EDI,Brisement Force(Manipulation of Joint); 비관혈관절수동술,4301348,SNOMED,1970-01-01,2099-12-31
N0801,42357522,Korean EDI,Manipulative Correction For Deformity(Fracture); 변형도수교정술-골절변형교정술,4190331,SNOMED,1970-01-01,2099-12-31
N0802,42360751,Korean EDI,Manipulative Correction For Deformity(Congenital Club Foot); 변형도수교정술-선천성만곡족변형교정술[캐스트기술료 및 재료대 포함],4000765,SNOMED,1970-01-01,2099-12-31
N0841,42361902,Korean EDI,Drainage of Intramuscular Abscess(Psoas Abscess); 근농양배농술(요장근농양),4032115,SNOMED,1970-01-01,2099-12-31
N0842,42358632,Korean EDI,Drainage of Intramuscular Abscess(Gluteal Abscess); 근농양배농술(둔근농양),4106035,SNOMED,1970-01-01,2099-12-31
N0860,42360286,Korean EDI,Operation of Torticollis; 사경수술,4078246,SNOMED,1970-01-01,2099-12-31
N0890,42357240,Korean EDI,Repair of Cruciate Ligament; 십자인대접합술,4147773,SNOMED,1970-01-01,2099-12-31
N0900,42358226,Korean EDI,Excision of Ganglion; 갱그리온적출술,4321677,SNOMED,1970-01-01,2099-12-31
N0911,42358263,Korean EDI,"Subcutaneous Tenotomy; 건,인대피하단열수술",4041632,SNOMED,1970-01-01,2099-12-31
N0912,42358309,Korean EDI,"Simple Tendon Suture; 건,인대피하단열수술-간단한 건 봉합을 한 경우",4134668,SNOMED,1970-01-01,2099-12-31
N0920,42357781,Korean EDI,Reconstruction of Achilles Tendon; 아킬레스건 재건술,4072039,SNOMED,1970-01-01,2099-12-31
N0921,42330960,Korean EDI,Heel Cord Lengthening; 아킬레스건 연장술,4140584,SNOMED,1970-01-01,2099-12-31
N0922,42362015,Korean EDI,"Fasciotomy, Simple; 근막절개술-단순 절개",4030382,SNOMED,1970-01-01,2099-12-31
N0935,42365185,Korean EDI,Acromioplasty; 견봉성형술,4300754,SNOMED,1970-01-01,2099-12-31
N0941,42086485,Korean EDI,Tenolysis; 건박리술,4196231,SNOMED,1970-01-01,2099-12-31
N0951,42361411,Korean EDI,Operation of Fractured Lower Jaw(Closed Reduction); 하악골절수술(비관혈적정복술),4086986,SNOMED,1970-01-01,2099-12-31
N0952,42361185,Korean EDI,"Operation of Fractured Lower Jaw(Open Reduction)-Symphysis, Body, Angle of Mandible; 하악골절관혈적정복술(정중부,골체부,우각부)",4145887,SNOMED,1970-01-01,2099-12-31
N0953,42361302,Korean EDI,Operation of Fractured Lower Jaw(Open Reduction)-Condylar Head of Mandible; 하악골절관혈적정복술(하악 과두부),4271036,SNOMED,1970-01-01,2099-12-31
N0961,42358955,Korean EDI,Operation of Fractured Upper Jaw(Closed Reduction); 상악골골절비관혈적정복술,4144924,SNOMED,1970-01-01,2099-12-31
N0962,42358587,Korean EDI,"Operation of Fractured Upper Jaw(Open Reduction, Le Fort Ⅰ); 상악골골절관혈적정복술(Le Fort Ⅰ)",4075893,SNOMED,1970-01-01,2099-12-31
N0963,42358722,Korean EDI,"Operation of Fractured Upper Jaw(Open Reduction, Le Fort Ⅱ); 상악골골절관혈적정복술(Le Fort Ⅱ)",4075446,SNOMED,1970-01-01,2099-12-31
N0964,42361990,Korean EDI,"Operation of Fractured Upper Jaw(Open Reduction, Le Fort Ⅲ); 상악골골절관혈적정복술(Le Fort Ⅲ)",4075447,SNOMED,1970-01-01,2099-12-31
N0965,42364727,Korean EDI,"Reduction of Zygomatic Bone Fracture(Gille's Method); 관골골절정복수술(길리씨수술)[관골궁,관골체포함]",4117485,SNOMED,1970-01-01,2099-12-31
N0972,42359160,Korean EDI,Removal of Implant for Internal Fixation of Extremities[Femur]; 사지체내고정용금속제거술[대퇴골],4141907,SNOMED,1970-01-01,2099-12-31
N0978,42359151,Korean EDI,Removal of Implant for Internal Fixation of Extremities- When a metal pin or a metal plate inserted into the bone is easily removed under a subfascial incision; 사지체내고정용금속제거술-골에삽입한금속핀이나금속정등을근막절개하에간단히제거한경우,4218109,SNOMED,1970-01-01,2099-12-31
N0983,42357342,Korean EDI,External Fixation[Forearm Bone]; 체외금속고정술(전완골),4121859,SNOMED,1970-01-01,2099-12-31
N1491,42347232,Korean EDI,Diskectomy(Invasive)-Cervical Spine; 관혈적 추간판제거술[척추후궁절제술포함]-경추,4034459,SNOMED,1970-01-01,2099-12-31
N1492,42357669,Korean EDI,Diskectomy(Invasive)-Thoracic Spine; 관혈적 추간판제거술[척추후궁절제술포함]-흉추,4118092,SNOMED,1970-01-01,2099-12-31
N1493,42357568,Korean EDI,Diskectomy(Invasive)-Lumbar Spine; 관혈적 추간판제거술[척추후궁절제술포함]-요추,4083391,SNOMED,1970-01-01,2099-12-31
N1495,42365067,Korean EDI,Injection Procedure For Chemonucleolysis; 추간판제거술-척추수핵용해술[방사선료포함],4181895,SNOMED,1970-01-01,2099-12-31
N1499,42362741,Korean EDI,"Laminectomy, Lumbar Spine; 척추후궁절제술-요추",4178646,SNOMED,2008-01-31,2099-12-31
N1581,42364814,Korean EDI,Pollicization of a Digit; 수지의 무지화성형술,4290700,SNOMED,1970-01-01,2099-12-31
N1582,42365688,Korean EDI,Reconstruction Thumb with Toe; 족지를 이용한 수지재건술(공여부절단술 포함),4101779,SNOMED,1970-01-01,2099-12-31
N1583,42363706,Korean EDI,Vascularized Bone Graft; 생골 및 생피부판 이식술(혈관부착 골이식술),4107982,SNOMED,1970-01-01,2099-12-31
N1585,42360449,Korean EDI,Osteocutaneous Free Flap-Pedicled Vascularized Bone Graft; 생골 및 생피부판 이식술(유경혈관화 골이식술),4179514,SNOMED,2008-01-31,2099-12-31
N2071,42363880,Korean EDI,Replacement Arthroplasty-Total[Shoulder]; 인공관절치환술-전치환[견관절],4172500,SNOMED,1970-01-01,2099-12-31
N2074,42366299,Korean EDI,Replacement Arthroplasty-Total[Wrist]; 인공관절치환술-전치환[완관절],4310657,SNOMED,1970-01-01,2099-12-31
N2467,42360053,Korean EDI,"Arthrodesis of Spine-Cervical Spine-Posterior Technique[Occipito-Cervical Fusion]; 척추고정술[기기,기구사용고정포함]-후방고정-경추-후두골경추간",4235729,SNOMED,1970-01-01,2099-12-31
